place,state,date,office,title_case_winner,number_of_candidates,number_of_rounds,final_round_vote,final_round_percent,first_round_vote,first_round_percent,first_round_place,number_of_first_round_valid_votes,number_of_final_round_active_votes,total,final_round_winner_votes_over_first_round_valid,final_round_inactive,winners_consensus_value,condorcet,total_fully_ranked,ranked_multiple,first_round_undervote,first_round_overvote,later_round_inactive_by_overvote,later_round_inactive_by_abstention,later_round_inactive_by_ranking_limit,includes_duplicates,includes_skipped,top2_winners_vote_increased,top2_winners_fraction,top2_majority,top2_winner_over_40,effective_ballot_length_str,undervote,total_overvote,total_exhausted_by_overvote,ranked2,ranked_winner,two_repeated,three_repeated,total_skipped,irregular,total_exhausted,total_exhausted_not_by_overvote,total_involuntarily_exhausted,minneapolis_undervote,minneapolis_total,total_voluntarily_exhausted,come_from_behind,number_of_rounds,finalists,winner,exhausted_by_undervote,naive_tally,candidates,count_duplicates,any_repeat,validly_ranked_winner,margin_when_2_left,margin_when_winner_has_majority,"precinct_estimate(black,precinct_percent_cvap,precinct_participation)","precinct_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(black,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(white,precinct_percent_cvap,precinct_participation)","precinct_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(white,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_cvap,precinct_participation)","precinct_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(latin,precinct_percent_sov,precinct_participation)","precinct_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(latin,precinct_percent_sov,precinct_overvotes)","precinct_estimate(asian,precinct_percent_cvap,precinct_participation)","precinct_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_cvap,precinct_overvotes)","precinct_estimate(asian,precinct_percent_sov,precinct_participation)","precinct_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","precinct_estimate(asian,precinct_percent_sov,precinct_overvotes)","precinct_estimate(other,precinct_percent_cvap,precinct_participation)","precinct_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","precinct_estimate(other,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(black,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(black,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(black,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(white,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(white,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(white,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(latin,precinct_percent_sov,precinct_participation)","ethnicity_estimate(latin,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(latin,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_cvap,precinct_overvotes)","ethnicity_estimate(asian,precinct_percent_sov,precinct_participation)","ethnicity_estimate(asian,precinct_percent_sov,precinct_ranked_finalists)","ethnicity_estimate(asian,precinct_percent_sov,precinct_overvotes)","ethnicity_estimate(other,precinct_percent_cvap,precinct_participation)","ethnicity_estimate(other,precinct_percent_cvap,precinct_ranked_finalists)","ethnicity_estimate(other,precinct_percent_cvap,precinct_overvotes)",cvap_totals,asian_ethnic_cvap_totals,black_ethnic_cvap_totals,latin_ethnic_cvap_totals,white_ethnic_cvap_totals
San Francisco,CA,2004,District 9,Tom Ammiano,7,1,12592,0.5063535467267171,12592,0.5063535467267171,1,24868,24868,26275,0.5063535467267171,0,0.7580424642110343,True,16142,20683,1235,172,0,0,0,0,402,True,0.5919253659321216,True,True,0: 1407; 1: 4185; 2: 4541; 3: 16142,1235,283,172,4541,18851,0,0,402,666,1407,1235,0,1407,24868,1407,False,1,"('Tom Ammiano', 'Renee Saucedo', 'Miguel Bustos', 'Lucrecia Bermudez', 'Steve Zeltzer', 'James Boris Perez', 'Write-In')",Tom Ammiano,0,"Counter({'Tom Ammiano': 12547, 'Renee Saucedo': 5460, 'Miguel Bustos': 4318, -1: 1375, 'Lucrecia Bermudez': 1018, 'Steve Zeltzer': 798, 'James Boris Perez': 575, -2: 167, 'Write-In': 17})","{'Miguel Bustos', 'Write-In', 'Renee Saucedo', 'Lucrecia Bermudez', 'James Boris Perez', 'Tom Ammiano', 'Steve Zeltzer'}","Counter({1: 24868, 0: 1407})",0,18851,6803,7095,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge,MA,2005,City Council,"Davis, Henrietta",27,18,6006,0.5026782725142284,1459,0.09079029247044182,4,16070,11948,16202,0.37373988799004354,4122,0.26932171748599876,True,572,14869,87,69,31,4091,0,0,489,True,0.37373988799004354,False,False,0: 132; 1: 1201; 2: 1359; 3: 2750; 4: 2368; 5: 1983; 6: 1525; 7: 1188; 8: 958; 9: 1174; 10: 365; 11: 153; 12: 104; 13: 71; 14: 48; 15: 47; 16: 85; 17: 119; 18: 572,87,125,76,1359,7870,0,0,489,577,4254,4178,0,132,16070,4254,True,18,"('Davis, Henrietta', 'Galluccio, Anthony D.')","Davis, Henrietta",0,"Counter({'Galluccio, Anthony D.': 1991, 'Decker, Marjorie C.': 1521, 'Davis, Henrietta': 1453, 'Sullivan, Michael A.': 1448, 'Toomey, Timothy J., Jr.': 1419, 'Simmons, Denise': 1319, 'Murphy, Brian': 1234, 'Reeves, Kenneth E.': 1199, 'Kelley, Craig A.': 1036, 'Seidel, Sam': 973, 'Maher, David P.': 896, 'Gordon, Jesse A.': 623, 'Adkins, Lawrence J.': 241, 'Hees, Bill': 195, 'Green, Andre Lerone': 181, -1: 159, 'LaTremouille, Robert J.': 117, 'Hall, Robert Lee, Sr.': 72, -2: 69, 'Condit, James E., III': 41, 'Write-In 1': 15})","{'Adkins, Lawrence J.', 'Write-In 3', 'Murphy, Brian', 'Seidel, Sam', 'Galluccio, Anthony D.', 'Write-In 1', 'Kelley, Craig A.', 'Reeves, Kenneth E.', 'Hees, Bill', 'Davis, Henrietta', 'Write-In 2', 'Write-In 8', 'Write-In 4', 'Sullivan, Michael A.', 'Toomey, Timothy J., Jr.', 'Write-In 7', 'Simmons, Denise', 'Write-In 9', 'Write-In 5', 'Write-In 6', 'Condit, James E., III', 'Green, Andre Lerone', 'Maher, David P.', 'Hall, Robert Lee, Sr.', 'Gordon, Jesse A.', 'Decker, Marjorie C.', 'LaTremouille, Robert J.'}","Counter({1: 16070, 0: 132})",0,7870,64,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge,MA,2005,School Committee,"Walser, Nancy",14,10,6395,0.5648794276124017,2004,0.12954104718810602,3,15470,11321,16189,0.41338073691014865,4149,0.3576599870717518,True,1541,13009,676,60,12,4137,0,0,238,True,0.41338073691014865,False,True,0: 719; 1: 2461; 2: 2902; 3: 3312; 4: 1981; 5: 1347; 6: 1379; 7: 547; 8: 1541,676,83,55,2902,7948,0,0,238,303,4868,4813,0,719,15470,4868,True,10,"('Walser, Nancy', 'Fantini, Alfred B.')","Walser, Nancy",0,"Counter({'Nolan, Patricia M.': 2381, 'Fantini, Alfred B.': 2263, 'Walser, Nancy': 1987, 'Grassi, Joseph G.': 1973, 'Harding, Richard, Jr.': 1957, 'Schuster, Luc': 1836, 'Lummis, Ben': 1508, 'McGovern, Marc C.': 1402, -1: 773, -2: 56, 'Write-In 1': 51, 'Write-In 2': 2})","{'Harding, Richard, Jr.', 'Write-In 1', 'Write-In 2', 'Write-In 4', 'Nolan, Patricia M.', 'Walser, Nancy', 'Write-In 5', 'Write-In 6', 'McGovern, Marc C.', 'Fantini, Alfred B.', 'Write-In 3', 'Schuster, Luc', 'Lummis, Ben', 'Grassi, Joseph G.'}","Counter({1: 15470, 0: 719})",0,7948,1469,1469,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2005,Assessor-Recorder,Phil Ting,4,3,110053,0.58132520574284,94062,0.4721419106131791,1,199224,189314,225370,0.5524083443761796,9910,0.8119302895233506,True,101977,132293,25398,748,66,9844,0,0,5735,True,0.5524083443761796,True,True,0: 26146; 1: 66931; 2: 30316; 3: 101977,25398,1288,814,30316,161756,0,0,5735,6933,36056,35242,0,26146,199224,36056,False,3,"('Phil Ting', 'Gerardo Sandoval')",Phil Ting,0,"Counter({'Phil Ting': 92729, 'Gerardo Sandoval': 70686, 'Ronald Chun': 32068, -1: 29169, -2: 700, 'Anthony Faber': 18})","{'Gerardo Sandoval', 'Phil Ting', 'Ronald Chun', 'Anthony Faber'}","Counter({1: 199224, 0: 26146})",0,161756,30792,30792,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2005,Treasurer,Jose Cisneros,4,1,108155,0.6128074519380592,108155,0.6128074519380592,1,176491,176491,225370,0.6128074519380592,0,0.7885387923463519,True,81831,104826,48271,608,0,0,0,0,2456,True,0.6542429925605272,True,True,0: 48879; 1: 71665; 2: 22995; 3: 81831,48271,1083,608,22995,139170,0,0,2456,3489,48879,48271,0,48879,176491,48879,False,1,"('Jose Cisneros', 'Calvin Louie', 'Isaac Wang', 'Manuel B. Valle')",Jose Cisneros,0,"Counter({'Jose Cisneros': 107632, -1: 49392, 'Calvin Louie': 43020, 'Isaac Wang': 16054, 'Manuel B. Valle': 8692, -2: 580})","{'Jose Cisneros', 'Isaac Wang', 'Manuel B. Valle', 'Calvin Louie'}","Counter({1: 176491, 0: 48879})",0,139170,61342,64814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Burlington,VT,2006,Mayor,Bob Kiss,6,5,4761,0.5443631374342557,3809,0.3895479648189814,1,9778,8746,9865,0.48690938842299036,1032,0.719267743914911,True,2603,7971,77,10,2,1030,0,0,0,True,0.48690938842299036,False,True,0: 87; 1: 1807; 2: 3262; 3: 1768; 4: 338; 5: 2603,77,32,12,3262,7439,0,0,0,32,1119,1107,0,87,9778,1119,False,5,"('C03', 'C04')",C03,0,"Counter({'C03': 3809, 'C04': 3106, 'C02': 2609, 'C01': 119, 'C06': 78, -1: 77, 'C05': 57, -2: 10})","{'C04', 'C06', 'C02', 'C01', 'C05', 'C03'}","Counter({1: 9784, 0: 81})",0,7436,776,776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2006,Board of Supervisors District 10,Sophie Maxwell,7,1,7997,0.5583717357910907,7997,0.5583717357910907,1,14322,14322,16703,0.5583717357910907,0,0.7174277335567658,True,6765,8883,2212,169,0,0,0,0,464,True,0.6635246473956151,True,True,0: 2381; 1: 5439; 2: 2118; 3: 6765,2212,246,169,2118,10275,0,0,464,698,2381,2212,0,2381,14322,2381,False,1,"('Sophie Maxwell', 'Dwayne Jusino', 'Espanola Jackson', 'Rodney Hampton Jr.', 'Marie L. Harrison', 'Charlie Walker', 'Sala Chandler')",Sophie Maxwell,0,"Counter({'Sophie Maxwell': 7916, -1: 2446, 'Dwayne Jusino': 1684, 'Espanola Jackson': 1437, 'Rodney Hampton Jr.': 1185, 'Marie L. Harrison': 1129, 'Charlie Walker': 473, 'Sala Chandler': 270, -2: 163})","{'Sophie Maxwell', 'Charlie Walker', 'Rodney Hampton Jr.', 'Espanola Jackson', 'Dwayne Jusino', 'Marie L. Harrison', 'Sala Chandler'}","Counter({1: 14322, 0: 2381})",0,10275,6857,6274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2006,Board of Supervisors District 2,Michela Alioto-Pier,3,1,16707,0.7989956958393113,16707,0.7989956958393113,1,20910,20910,26186,0.7989956958393113,0,0.8678144428503108,True,124,5169,5248,28,0,0,0,0,767,True,0.8058345289335246,True,True,0: 5276; 1: 15741; 2: 5045; 3: 124,5248,49,28,5045,18146,0,0,767,815,5276,5248,0,5276,20910,5276,False,1,"('Michela Alioto-pier', 'Vilma Guinto Peoro', 'Write-In')",Michela Alioto-pier,0,"Counter({'Michela Alioto-pier': 16393, -1: 5700, 'Vilma Guinto Peoro': 3353, 'Write-In': 712, -2: 28})","{'Vilma Guinto Peoro', 'Michela Alioto-pier', 'Write-In'}","Counter({1: 20910, 0: 5276})",0,18146,13265,13220,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2006,Board of Supervisors District 4,Ed Jew,7,6,8388,0.5250704225352113,5184,0.2616331886544867,1,19814,15975,21985,0.423337034420107,3839,0.529474109215706,True,12343,14986,1970,201,42,2970,827,0,512,True,0.423337034420107,False,True,0: 2171; 1: 4828; 2: 2643; 3: 12343,1970,301,243,2643,10491,0,0,512,794,6010,5767,827,2171,19814,5183,False,6,"('Ed Jew', 'Ron Dudum')",Ed Jew,0,"Counter({'Ed Jew': 5125, 'Ron Dudum': 5072, 'Jaynry Mak': 4504, 'Doug Chan': 3192, -1: 2253, 'David Ferguson': 1419, 'Houston Zheng': 225, -2: 193, 'Write-In': 2})","{'Houston Zheng', 'Write-In', 'Ed Jew', 'David Ferguson', 'Jaynry Mak', 'Doug Chan', 'Ron Dudum'}","Counter({1: 19814, 0: 2171})",0,10491,801,801,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2006,Board of Supervisors District 6,Chris Daly,8,5,8968,0.5082171596962485,8746,0.48748676216487374,1,17941,17646,19915,0.49986065436709215,295,0.6071567917061479,True,7800,10106,1809,165,7,254,34,0,456,True,0.5141853854300206,True,True,0: 1974; 1: 7835; 2: 2306; 3: 7800,1809,258,172,2306,10893,0,0,456,698,2269,2097,34,1974,17941,2235,False,5,"('Chris Daly', 'Rob Black', 'Matt Drake', 'Davy Jones')",Chris Daly,0,"Counter({'Chris Daly': 8654, 'Rob Black': 7051, -1: 2027, 'Matt Drake': 669, 'Davy Jones': 372, 'Viliam Dugovic': 330, 'Manuel Jimenez, Jr.': 311, 'George Dias': 222, -2: 160, 'Robert Jordan': 119})","{'Viliam Dugovic', 'Davy Jones', 'Manuel Jimenez, Jr.', 'George Dias', 'Matt Drake', 'Rob Black', 'Robert Jordan', 'Chris Daly'}","Counter({1: 17941, 0: 1974})",0,10893,1509,1665,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2006,Board of Supervisors District 8,Bevan Dufty,4,1,20924,0.6597509065111146,20924,0.6597509065111146,1,31715,31715,35117,0.6597509065111146,0,0.8449944821062588,True,8807,17096,3359,43,0,0,0,0,845,True,0.6724262967050292,True,True,0: 3402; 1: 14619; 2: 8289; 3: 8807,3359,118,43,8289,26799,0,0,845,960,3402,3359,0,3402,31715,3402,False,1,"('Bevan Dufty', 'Alix Amelia Rosenthal', 'Starchild', 'Write-In')",Bevan Dufty,0,"Counter({'Bevan Dufty': 20761, 'Alix Amelia Rosenthal': 9109, -1: 3733, 'Starchild': 1470, -2: 41, 'Write-In': 3})","{'Alix Amelia Rosenthal', 'Bevan Dufty', 'Starchild', 'Write-In'}","Counter({1: 31715, 0: 3402})",0,26799,11529,11673,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge,MA,2007,City Council,"Davis, Henrietta",25,17,5903,0.5997764681975208,1592,0.11677547128291645,1,13633,9842,13721,0.432993471723025,3791,0.3206190860412235,True,548,12551,58,48,19,3770,2,0,392,True,0.432993471723025,False,True,0: 88; 1: 1082; 2: 1231; 3: 2399; 4: 1843; 5: 1623; 6: 1294; 7: 965; 8: 851; 9: 897; 10: 312; 11: 139; 12: 99; 13: 69; 14: 100; 15: 181; 16: 548,58,73,49,1231,7176,0,0,392,444,3879,3830,2,88,13633,3877,False,17,"('Davis, Henrietta', 'Toomey, Timothy J., Jr.')","Davis, Henrietta",0,"Counter({'Davis, Henrietta': 1590, 'Toomey, Timothy J., Jr.': 1332, 'Maher, David P.': 1308, 'Reeves, Kenneth E.': 1211, 'Murphy, Brian': 1156, 'Kelley, Craig A.': 1116, 'Decker, Marjorie C.': 1064, 'Seidel, Sam': 1036, 'Simmons, E. Denise': 988, 'Sullivan, Edward J.': 822, 'Ward, Larry W.': 695, 'Galluccio, Anthony D.': 518, 'Janik, Jonathan S.': 259, 'Moore, M. Kevin': 249, 'Moree, Gregg J.': 111, -1: 104, 'Podgers, Kathy': 90, -2: 48, 'Write-In 1': 23, 'Write-In 2': 1})","{'Write-In 3', 'Murphy, Brian', 'Seidel, Sam', 'Galluccio, Anthony D.', 'Write-In 1', 'Kelley, Craig A.', 'Simmons, E. Denise', 'Reeves, Kenneth E.', 'Podgers, Kathy', 'Davis, Henrietta', 'Sullivan, Edward J.', 'Write-In 2', 'Write-In 8', 'Write-In 4', 'Moree, Gregg J.', 'Ward, Larry W.', 'Toomey, Timothy J., Jr.', 'Write-In 7', 'Write-In 9', 'Write-In 5', 'Write-In 6', 'Maher, David P.', 'Moore, M. Kevin', 'Janik, Jonathan S.', 'Decker, Marjorie C.'}","Counter({1: 13633, 0: 88})",0,7176,1964,1964,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cambridge,MA,2007,School Committee,"Mcgovern, Marc C.",15,10,5460,0.5473684210526316,2277,0.17151250376619465,1,13276,9975,13709,0.411268454353721,3301,0.3963543235914432,True,1101,11267,405,45,16,3284,1,0,210,True,0.411268454353721,False,True,0: 433; 1: 2009; 2: 2270; 3: 3015; 4: 1842; 5: 1435; 6: 976; 7: 351; 8: 277; 9: 1101,405,64,44,2270,7049,0,0,210,260,3734,3690,1,433,13276,3733,False,10,"('McGovern, Marc C.', 'Fantini, Alfred B.')","McGovern, Marc C.",0,"Counter({'McGovern, Marc C.': 2265, 'Fantini, Alfred B.': 1998, 'Schuster, Luc': 1668, 'Nolan, Patricia M.': 1663, 'Grassi, Joseph G.': 1613, 'Harding, Richard, Jr.': 1554, 'Tauber, Nancy': 1234, 'Lemily Wiggins, Gail': 1019, -1: 482, 'Malner, Stefan': 133, -2: 44, 'Write-In 1': 35, 'Write-In 2': 1})","{'Tauber, Nancy', 'Harding, Richard, Jr.', 'Write-In 1', 'Malner, Stefan', 'Write-In 2', 'Write-In 4', 'Nolan, Patricia M.', 'Write-In 5', 'Write-In 6', 'McGovern, Marc C.', 'Fantini, Alfred B.', 'Write-In 3', 'Schuster, Luc', 'Lemily Wiggins, Gail', 'Grassi, Joseph G.'}","Counter({1: 13276, 0: 433})",0,7049,945,945,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2007,Mayor,Gavin Newsom,18,1,106395,0.7351274787535411,106395,0.7351274787535411,1,144730,144730,149465,0.7351274787535411,0,0.8097630069785117,True,48481,65841,4236,499,0,0,0,0,2911,True,0.7922614523595661,True,True,0: 4735; 1: 78889; 2: 17360; 3: 48481,4236,866,499,17360,117197,0,0,2911,3717,4735,4236,0,4735,144730,4735,False,1,"('Gavin Newsom', 'Quintin Mecke', 'Harold M. Hoogasian', 'Wilma Pang', 'Ahimsa Porter Sumchai', 'John Rinaldi', 'Lonnie S. Holmes', 'Josh Wolf', 'Grasshopper Alec Kaplan', 'H. Brown', 'George Davis', 'Michael Powers', 'Write-In Lea Sherman', 'Write-In Patrick Monette-Shaw', 'Write-In Rodney Hauge', 'Write-In Kenneth Kahn', 'Write-In Robert Kully', 'Write-In Robert McCullough')",Gavin Newsom,0,"Counter({'Gavin Newsom': 105596, 'Quintin Mecke': 9076, 'Harold M. Hoogasian': 8400, 'Wilma Pang': 7274, -1: 5627, 'Ahimsa Porter Sumchai': 3398, 'John Rinaldi': 2508, 'Lonnie S. Holmes': 1807, 'Josh Wolf': 1772, 'Grasshopper Alec Kaplan': 1423, 'H. Brown': 915, 'George Davis': 644, 'Michael Powers': 519, -2: 479, 'Write-In Lea Sherman': 9, 'Write-In Patrick Monette-Shaw': 6, 'Write-In Rodney Hauge': 6, 'Write-In Kenneth Kahn': 3, 'Write-In Robert Kully': 2, 'Write-In Robert McCullough': 1})","{'Write-In Robert Kully', 'Ahimsa Porter Sumchai', 'Write-In Lea Sherman', 'Quintin Mecke', 'Wilma Pang', 'Grasshopper Alec Kaplan', 'Write-In Patrick Monette-Shaw', 'Write-In Kenneth Kahn', 'H. Brown', 'George Davis', 'Write-In Rodney Hauge', 'Michael Powers', 'Harold M. Hoogasian', 'Gavin Newsom', 'Write-In Robert McCullough', 'John Rinaldi', 'Josh Wolf', 'Lonnie S. Holmes'}","Counter({1: 144730, 0: 4735})",0,117197,101674,97222,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce County,WA,2008,Assessor - Treasurer,Dale Washam,6,6,98366,0.5192653867066456,65676,0.25024481133333587,1,262447,189433,312771,0.37480329361737796,73014,0.427267219667209,True,150323,179187,49961,363,237,52684,20093,10933,724,True,0.37480329361737796,False,False,0: 50324; 1: 83260; 2: 28864; 3: 150323,49961,825,600,28864,112210,3712,7221,724,12339,123338,122738,20093,50324,262447,103245,False,6,"('Dale Washam', 'Barbara Gelman')",Dale Washam,0,"Counter({'Dale Washam': 65513, -1: 50431, 'Terry Lee': 50212, 'Jan Shabro': 49964, 'Barbara Gelman': 49799, 'Beverly Davidson': 27290, 'Bernardo Tuma': 18169, -3: 1033, -2: 360})","{'Jan Shabro', 'Dale Washam', 'Terry Lee', 'Beverly Davidson', 'Bernardo Tuma', 'Barbara Gelman'}","Counter({1: 251760, 0: 50078, 3: 7221, 2: 3712})",10933,112135,7299,7299,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce County,WA,2008,Council District 2,Joyce Mcdonald,3,3,21078,0.5526191599811232,19967,0.499175,1,40000,38142,43661,0.52695,1858,0.755775,True,17110,23910,3630,31,2,1856,0,2227,86,True,0.52695,True,True,0: 3661; 1: 16090; 2: 6800; 3: 17110,3630,57,33,6800,30249,768,1459,86,2353,5519,5486,0,3661,40000,5519,False,3,"('Joyce McDonald', 'Al Rose')",Joyce McDonald,0,"Counter({'Joyce McDonald': 19953, 'Al Rose': 12303, 'Carolyn Merrival': 7636, -1: 3678, -3: 60, -2: 31})","{'Joyce McDonald', 'Carolyn Merrival', 'Al Rose'}","Counter({1: 37790, 0: 3644, 3: 1459, 2: 768})",2227,30231,4014,4014,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pierce County,WA,2008,Executive,Pat Mccarthy,4,4,136346,0.5075454701121956,79235,0.2648830616583983,2,299132,268638,312771,0.4558054638086196,30494,0.5811715229397055,True,153183,207428,13107,532,186,30237,71,19146,548,True,0.4558054638086196,False,True,0: 13639; 1: 91704; 2: 54245; 3: 153183,13107,1226,718,54245,174067,7330,11816,548,20711,44133,43415,71,13639,299132,44062,True,4,"('Pat McCarthy', 'Shawn Bunney')",Pat McCarthy,0,"Counter({'Shawn Bunney': 105006, 'Pat McCarthy': 79173, 'Calvin Goings': 68997, 'Mike Lonergan': 45293, -1: 13330, -2: 529, -3: 443})","{'Mike Lonergan', 'Pat McCarthy', 'Calvin Goings', 'Shawn Bunney'}","Counter({1: 280289, 0: 13336, 3: 11816, 2: 7330})",19146,173847,4054,4054,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2008,Board of Supervisors District 1,Eric Mar,9,9,13152,0.5066841314481643,11649,0.40509806649047153,1,28756,25957,31694,0.45736541939073583,2799,0.5989010989010989,True,16762,21548,2696,242,18,1352,1429,2311,131,True,0.45736541939073583,False,True,0: 2938; 1: 7208; 2: 4786; 3: 16762,2696,332,260,4786,17250,727,1584,131,2736,5737,5477,1429,2938,28756,4308,False,9,"('ERIC MAR', 'SUE LEE')",ERIC MAR,0,"Counter({'ERIC MAR': 11625, 'SUE LEE': 9733, 'ALICIA WANG': 4206, -1: 2768, 'BRIAN J. LARKIN': 995, 'JASON JUNGREIS': 610, 'NICHOLAS C. BELLONI': 536, 'FIDEL CHRYS GAKUBA': 361, 'GEORGE FLAMIK': 324, ""SHERMAN R. D''SILVA"": 254, -2: 240, -3: 42})","{""SHERMAN R. D''SILVA"", 'NICHOLAS C. BELLONI', 'FIDEL CHRYS GAKUBA', 'JASON JUNGREIS', 'GEORGE FLAMIK', 'BRIAN J. LARKIN', 'SUE LEE', 'ALICIA WANG', 'ERIC MAR'}","Counter({1: 26557, 0: 2826, 3: 1584, 2: 727})",2311,17222,347,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2008,Board of Supervisors District 11,John Avalos,9,9,10225,0.5293264999741161,6964,0.2822518542536376,1,24673,19317,26909,0.4144206217322579,5356,0.5144489928261663,True,16487,19413,1826,410,62,3166,2128,3168,236,True,0.4144206217322579,False,True,0: 2236; 1: 5260; 2: 2926; 3: 16487,1826,552,472,2926,12742,1053,2115,236,3856,7592,7120,2128,2236,24673,5464,False,9,"('JOHN AVALOS', 'AHSHA SAFAI')",JOHN AVALOS,0,"Counter({'JOHN AVALOS': 6918, 'AHSHA SAFAI': 5941, 'MYRNA LIM': 4442, 'JULIO RAMOS': 3626, 'RANDY KNOX': 2324, -1: 1968, 'MARY GOODNATURE': 455, 'ADRIAN BERMUDEZ': 410, -2: 404, 'ELI M. HORN': 391, -3: 29, 'A. JACKSON MATTESON': 1})","{'JULIO RAMOS', 'RANDY KNOX', 'AHSHA SAFAI', 'MYRNA LIM', 'A. JACKSON MATTESON', 'JOHN AVALOS', 'MARY GOODNATURE', 'ADRIAN BERMUDEZ', 'ELI M. HORN'}","Counter({1: 21691, 3: 2115, 0: 2050, 2: 1053})",3168,12693,1133,1133,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
San Francisco,CA,2008,Board of Supervisors District 3,David Chiu,9,9,13582,0.5937486338797814,10270,0.37760129421280975,1,27198,22875,30086,0.4993749540407383,4323,0.5801897198323406,True,18954,22467,2604,284,32,1966,2325,1892,209,True,0.4993749540407383,False,True,0: 2888; 1: 4731; 2: 3513; 3: 18954,2604,370,316,3513,15831,670,1222,209,2409,7211,6895,2325,2888,27198,4886,False,9,"('DAVID CHIU', 'JOSEPH ALIOTO, JR.')",DAVID CHIU,0,"Counter({'DAVID CHIU': 10209, 'JOSEPH ALIOTO, JR.': 6268, 'DENISE MCCARTHY': 3165, -1: 2745, 'CLAUDINE CHENG': 2492, 'MIKE DENUNZIO': 1330, 'LYNN JEFFERSON': 1234, 'TONY GANTNER': 1191, 'WILMA PANG': 939, -2: 274, 'MARK QUESSEY': 204, -3: 35})","{'TONY GANTNER', 'WILMA PANG', 'LYNN JEFFERSON', 'DENISE MCCARTHY', 'DAVID CHIU', 'MIKE DENUNZIO', 'MARK QUESSEY', 'JOSEPH ALIOTO, JR.', 'CLAUDINE CHENG'}","Counter({1: 25445, 0: 2749, 3: 1222, 2: 670})",1892,15780,4289,4289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
