ranks,ballotID,rank1,rank2,rank3,rank4
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",3216,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'Larry Edwards', 'skipped', 'skipped']",3217,Mary Hall-Rayford,Larry Edwards,skipped,skipped
"['Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido']",3218,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",3219,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Larry Edwards', 'Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3220,Larry Edwards,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido
"['Larry Edwards', 'Sarah A. Lucido', 'skipped', 'skipped']",3221,Larry Edwards,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",3222,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3223,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3224,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'skipped']",3225,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3226,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3227,Sarah A. Lucido,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3228,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'skipped']",3229,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3230,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Larry Edwards', 'skipped', 'skipped']",3231,Sarah A. Lucido,Larry Edwards,skipped,skipped
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3232,Harvey Curley,skipped,skipped,skipped
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3233,Sarah A. Lucido,skipped,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'skipped', 'skipped']",3234,Sarah A. Lucido,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3235,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3236,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Larry Edwards', 'Sarah A. Lucido', 'skipped', 'skipped']",3237,Larry Edwards,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3238,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Larry Edwards', 'skipped', 'skipped']",3239,Mary Hall-Rayford,Larry Edwards,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3240,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3241,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Harvey Curley', 'Larry Edwards', 'Harvey Curley', 'Mary Hall-Rayford']",3242,Harvey Curley,Larry Edwards,Harvey Curley,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3243,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3244,Sarah A. Lucido,skipped,skipped,skipped
"['Larry Edwards', 'Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford']",3245,Larry Edwards,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",3246,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Mary Hall-Rayford', 'Larry Edwards', 'skipped', 'skipped']",3247,Mary Hall-Rayford,Larry Edwards,skipped,skipped
"['Mary Hall-Rayford', 'skipped', 'skipped', 'Larry Edwards']",3248,Mary Hall-Rayford,skipped,skipped,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped', 'skipped']",3249,Sarah A. Lucido,Mary Hall-Rayford,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",3250,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3251,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",3252,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3253,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3254,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",3255,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3256,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3257,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'skipped']",3258,Harvey Curley,Sarah A. Lucido,Larry Edwards,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",3259,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3260,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3261,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley']",3262,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3263,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3264,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3265,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3266,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'skipped']",3267,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3268,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3269,Harvey Curley,skipped,skipped,skipped
"['Larry Edwards', 'skipped', 'skipped', 'skipped']",3270,Larry Edwards,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3271,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3272,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3273,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3274,Harvey Curley,skipped,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'skipped', 'skipped']",3275,Sarah A. Lucido,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3276,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3277,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3278,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3279,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3280,Harvey Curley,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3281,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3282,Sarah A. Lucido,skipped,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped']",3283,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,skipped
"['Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3284,Harvey Curley,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3285,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",3286,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'skipped']",3287,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",3288,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3289,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3290,Harvey Curley,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Larry Edwards', 'skipped', 'skipped']",3291,Mary Hall-Rayford,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3292,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3293,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Larry Edwards', 'Harvey Curley', 'skipped', 'skipped']",3294,Larry Edwards,Harvey Curley,skipped,skipped
"['Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley']",3295,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley
"['Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley', 'Sarah A. Lucido']",3296,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3297,Sarah A. Lucido,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'skipped']",3298,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3299,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3300,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Harvey Curley', 'Larry Edwards', 'skipped', 'skipped']",3301,Harvey Curley,Larry Edwards,skipped,skipped
"['Larry Edwards', 'skipped', 'skipped', 'skipped']",3302,Larry Edwards,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3303,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3304,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3305,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3306,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Larry Edwards', 'Harvey Curley', 'writein', 'writein']",3307,Larry Edwards,Harvey Curley,writein,writein
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'skipped', 'skipped']",3308,Mary Hall-Rayford,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3309,Harvey Curley,skipped,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford', 'Harvey Curley']",3310,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford,Harvey Curley
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3311,Sarah A. Lucido,skipped,skipped,skipped
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3312,Harvey Curley,skipped,skipped,skipped
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford']",3313,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3314,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3315,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3316,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3317,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3318,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'skipped', 'skipped', 'skipped']",3319,Mary Hall-Rayford,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley']",3320,Sarah A. Lucido,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3321,Harvey Curley,skipped,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'skipped']",3322,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,skipped
"['Larry Edwards', 'skipped', 'skipped', 'skipped']",3323,Larry Edwards,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido']",3324,Mary Hall-Rayford,Harvey Curley,Larry Edwards,Sarah A. Lucido
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3325,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards', 'skipped']",3326,Mary Hall-Rayford,Harvey Curley,Larry Edwards,skipped
"['Larry Edwards', 'skipped', 'skipped', 'skipped']",3327,Larry Edwards,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Sarah A. Lucido']",3328,Sarah A. Lucido,Mary Hall-Rayford,Sarah A. Lucido,Sarah A. Lucido
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3329,Sarah A. Lucido,skipped,skipped,skipped
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3330,Harvey Curley,skipped,skipped,skipped
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3331,Harvey Curley,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'skipped']",3332,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley', 'Mary Hall-Rayford']",3333,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
"['Mary Hall-Rayford', 'skipped', 'skipped', 'skipped']",3334,Mary Hall-Rayford,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3335,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",3336,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'skipped', 'skipped', 'skipped']",3337,Mary Hall-Rayford,skipped,skipped,skipped
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Harvey Curley', 'Larry Edwards']",3338,Sarah A. Lucido,Mary Hall-Rayford,Harvey Curley,Larry Edwards
"['Mary Hall-Rayford', 'Larry Edwards', 'Sarah A. Lucido', 'Harvey Curley']",3339,Mary Hall-Rayford,Larry Edwards,Sarah A. Lucido,Harvey Curley
"['Sarah A. Lucido', 'Larry Edwards', 'Harvey Curley', 'Mary Hall-Rayford']",3340,Sarah A. Lucido,Larry Edwards,Harvey Curley,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",3341,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3342,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3343,Harvey Curley,skipped,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3344,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley', 'Sarah A. Lucido']",3345,Mary Hall-Rayford,Larry Edwards,Harvey Curley,Sarah A. Lucido
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3346,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3347,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",3348,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3349,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",3350,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3351,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford', 'Larry Edwards']",3352,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3353,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3354,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Sarah A. Lucido', 'Sarah A. Lucido']",3355,Harvey Curley,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3356,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3357,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['overvote', 'skipped', 'skipped', 'skipped']",3358,overvote,skipped,skipped,skipped
"['Mary Hall-Rayford', 'skipped', 'skipped', 'skipped']",3359,Mary Hall-Rayford,skipped,skipped,skipped
"['Sarah A. Lucido', 'Larry Edwards', 'skipped', 'skipped']",3360,Sarah A. Lucido,Larry Edwards,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'skipped', 'skipped']",3361,Sarah A. Lucido,Harvey Curley,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3362,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3363,Harvey Curley,skipped,skipped,skipped
"['Mary Hall-Rayford', 'Larry Edwards', 'Mary Hall-Rayford', 'Larry Edwards']",3364,Mary Hall-Rayford,Larry Edwards,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3365,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3366,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3367,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Larry Edwards']",3368,Harvey Curley,Mary Hall-Rayford,Sarah A. Lucido,Larry Edwards
"['Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley']",3369,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3370,Sarah A. Lucido,skipped,skipped,skipped
"['Larry Edwards', 'Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley']",3371,Larry Edwards,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley
"['Larry Edwards', 'Sarah A. Lucido', 'Harvey Curley', 'Mary Hall-Rayford']",3372,Larry Edwards,Sarah A. Lucido,Harvey Curley,Mary Hall-Rayford
"['Sarah A. Lucido', 'Sarah A. Lucido', 'Sarah A. Lucido', 'Sarah A. Lucido']",3373,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido,Sarah A. Lucido
"['Mary Hall-Rayford', 'Mary Hall-Rayford', 'Mary Hall-Rayford', 'Mary Hall-Rayford']",3374,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Sarah A. Lucido']",3375,Mary Hall-Rayford,Sarah A. Lucido,Mary Hall-Rayford,Sarah A. Lucido
"['Mary Hall-Rayford', 'Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards']",3376,Mary Hall-Rayford,Sarah A. Lucido,Harvey Curley,Larry Edwards
"['Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards', 'Harvey Curley']",3377,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards,Harvey Curley
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3378,Sarah A. Lucido,skipped,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3379,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3380,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3381,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'skipped', 'skipped', 'skipped']",3382,Harvey Curley,skipped,skipped,skipped
"['Sarah A. Lucido', 'Harvey Curley', 'Larry Edwards', 'Mary Hall-Rayford']",3383,Sarah A. Lucido,Harvey Curley,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3384,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Sarah A. Lucido', 'skipped', 'skipped', 'skipped']",3385,Sarah A. Lucido,skipped,skipped,skipped
"['Harvey Curley', 'Larry Edwards', 'Sarah A. Lucido', 'Mary Hall-Rayford']",3386,Harvey Curley,Larry Edwards,Sarah A. Lucido,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'Mary Hall-Rayford', 'Larry Edwards']",3387,Harvey Curley,Sarah A. Lucido,Mary Hall-Rayford,Larry Edwards
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3388,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Harvey Curley', 'Sarah A. Lucido', 'skipped', 'skipped']",3389,Harvey Curley,Sarah A. Lucido,skipped,skipped
"['Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards', 'Mary Hall-Rayford']",3390,Harvey Curley,Sarah A. Lucido,Larry Edwards,Mary Hall-Rayford
"['Mary Hall-Rayford', 'Harvey Curley', 'Sarah A. Lucido', 'Larry Edwards']",3391,Mary Hall-Rayford,Harvey Curley,Sarah A. Lucido,Larry Edwards
