ranks,ballotID,rank1,rank2,rank3,rank4,rank5
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'skipped', 'skipped']",15896,Kate I. Noble,Joseph M. Maestas,Alan Webber,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'skipped', 'skipped']",15897,Alan Webber,Kate I. Noble,Ronald S. Trujillo,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15898,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",15899,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble']",15900,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber']",15901,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber
"['Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber']",15902,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",15903,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",15904,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",15905,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",15906,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble']",15907,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble
"['Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas']",15908,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Alan Webber,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15909,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'skipped', 'skipped']",15910,Kate I. Noble,Alan Webber,Joseph M. Maestas,skipped,skipped
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",15911,Joseph M. Maestas,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble']",15912,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble
"['Joseph M. Maestas', 'Alan Webber', 'skipped', 'skipped', 'skipped']",15913,Joseph M. Maestas,Alan Webber,skipped,skipped,skipped
"['Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble']",15914,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Kate I. Noble
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber']",15915,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Alan Webber
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives']",15916,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Peter N. Ives
"['Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble']",15917,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'skipped', 'skipped']",15918,Joseph M. Maestas,Alan Webber,Kate I. Noble,skipped,skipped
"['Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas']",15919,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Alan Webber,Joseph M. Maestas
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives']",15920,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Peter N. Ives
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber']",15921,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Alan Webber
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",15922,Alan Webber,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",15923,Ronald S. Trujillo,Joseph M. Maestas,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Kate I. Noble']",15924,Ronald S. Trujillo,Joseph M. Maestas,Alan Webber,Peter N. Ives,Kate I. Noble
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped']",15925,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,skipped
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15926,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15927,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble']",15928,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble
"['Kate I. Noble', 'Alan Webber', 'skipped', 'skipped', 'skipped']",15929,Kate I. Noble,Alan Webber,skipped,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",15930,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives']",15931,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15932,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",15933,Joseph M. Maestas,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",15934,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,skipped
"['Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas']",15935,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas
"['Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'skipped', 'skipped']",15936,Joseph M. Maestas,Peter N. Ives,Alan Webber,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15937,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",15938,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Peter N. Ives', 'Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber']",15939,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Alan Webber
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",15940,Joseph M. Maestas,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Peter N. Ives', 'Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas']",15941,Peter N. Ives,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15942,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'skipped', 'skipped', 'skipped']",15943,Alan Webber,Kate I. Noble,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas', 'Kate I. Noble', 'Alan Webber']",15944,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas,Kate I. Noble,Alan Webber
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Alan Webber']",15945,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Alan Webber
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15946,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives']",15947,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",15948,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives']",15949,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber,Kate I. Noble,Peter N. Ives
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'skipped', 'skipped']",15950,Kate I. Noble,Peter N. Ives,Alan Webber,skipped,skipped
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber']",15951,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble']",15952,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives,Alan Webber,Kate I. Noble
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",15953,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped']",15954,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",15955,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo', 'skipped', 'skipped']",15956,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo,skipped,skipped
"['Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas']",15957,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15958,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15959,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",15960,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",15961,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",15962,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15963,Kate I. Noble,Alan Webber,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",15964,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
"['Ronald S. Trujillo', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble']",15965,Ronald S. Trujillo,Peter N. Ives,Alan Webber,Joseph M. Maestas,Kate I. Noble
"['Ronald S. Trujillo', 'Alan Webber', 'skipped', 'skipped', 'skipped']",15966,Ronald S. Trujillo,Alan Webber,skipped,skipped,skipped
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo']",15967,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives,Ronald S. Trujillo
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas']",15968,Kate I. Noble,Peter N. Ives,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",15969,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",15970,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",15971,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Kate I. Noble', 'Joseph M. Maestas', 'skipped', 'skipped', 'skipped']",15972,Kate I. Noble,Joseph M. Maestas,skipped,skipped,skipped
"['Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber']",15973,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
"['Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas']",15974,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15975,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'skipped']",15976,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,skipped
"['Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Alan Webber']",15977,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo,Alan Webber
"['Kate I. Noble', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas']",15978,Kate I. Noble,Ronald S. Trujillo,Alan Webber,Peter N. Ives,Joseph M. Maestas
"['Joseph M. Maestas', 'Ronald S. Trujillo', 'Kate I. Noble', 'Alan Webber', 'Peter N. Ives']",15979,Joseph M. Maestas,Ronald S. Trujillo,Kate I. Noble,Alan Webber,Peter N. Ives
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Alan Webber']",15980,Ronald S. Trujillo,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Alan Webber
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",15981,Joseph M. Maestas,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",15982,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15983,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'skipped', 'skipped']",15984,Alan Webber,Peter N. Ives,Kate I. Noble,skipped,skipped
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",15985,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble']",15986,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,Kate I. Noble
"['Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives']",15987,Kate I. Noble,Joseph M. Maestas,Alan Webber,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",15988,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo', 'Peter N. Ives']",15989,Alan Webber,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives', 'Joseph M. Maestas']",15990,Kate I. Noble,Ronald S. Trujillo,Alan Webber,Peter N. Ives,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas']",15991,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped']",15992,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,skipped
"['Alan Webber', 'Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives']",15993,Alan Webber,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Peter N. Ives
"['Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber']",15994,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber
"['Ronald S. Trujillo', 'Alan Webber', 'skipped', 'skipped', 'skipped']",15995,Ronald S. Trujillo,Alan Webber,skipped,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",15996,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",15997,Joseph M. Maestas,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives']",15998,Joseph M. Maestas,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
"['Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas']",15999,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Kate I. Noble,Joseph M. Maestas
"['Alan Webber', 'Peter N. Ives', 'Kate I. Noble', 'Joseph M. Maestas', 'Ronald S. Trujillo']",16000,Alan Webber,Peter N. Ives,Kate I. Noble,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Peter N. Ives', 'Alan Webber', 'Joseph M. Maestas', 'Ronald S. Trujillo']",16001,Kate I. Noble,Peter N. Ives,Alan Webber,Joseph M. Maestas,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber']",16002,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber
"['Ronald S. Trujillo', 'Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Peter N. Ives']",16003,Ronald S. Trujillo,Alan Webber,Joseph M. Maestas,Kate I. Noble,Peter N. Ives
"['Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Alan Webber', 'Peter N. Ives']",16004,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Alan Webber,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber']",16005,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber
"['Ronald S. Trujillo', 'Peter N. Ives', 'Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas']",16006,Ronald S. Trujillo,Peter N. Ives,Alan Webber,Kate I. Noble,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",16007,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Alan Webber', 'Peter N. Ives']",16008,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Alan Webber,Peter N. Ives
"['Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber', 'Ronald S. Trujillo']",16009,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Alan Webber']",16010,Ronald S. Trujillo,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Alan Webber
"['Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped', 'skipped']",16011,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives,skipped,skipped
"['Kate I. Noble', 'Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'skipped']",16012,Kate I. Noble,Alan Webber,Joseph M. Maestas,Peter N. Ives,skipped
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",16013,Joseph M. Maestas,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",16014,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Peter N. Ives', 'skipped', 'skipped', 'skipped']",16015,Alan Webber,Peter N. Ives,skipped,skipped,skipped
"['Ronald S. Trujillo', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Alan Webber']",16016,Ronald S. Trujillo,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Alan Webber
"['Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'skipped', 'skipped']",16017,Kate I. Noble,Alan Webber,Ronald S. Trujillo,skipped,skipped
"['Alan Webber', 'Kate I. Noble', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives']",16018,Alan Webber,Kate I. Noble,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",16019,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Peter N. Ives', 'Kate I. Noble', 'Ronald S. Trujillo']",16020,Alan Webber,Joseph M. Maestas,Peter N. Ives,Kate I. Noble,Ronald S. Trujillo
"['Joseph M. Maestas', 'Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Ronald S. Trujillo']",16021,Joseph M. Maestas,Alan Webber,Kate I. Noble,Peter N. Ives,Ronald S. Trujillo
"['Alan Webber', 'Kate I. Noble', 'Peter N. Ives', 'Joseph M. Maestas', 'Ronald S. Trujillo']",16022,Alan Webber,Kate I. Noble,Peter N. Ives,Joseph M. Maestas,Ronald S. Trujillo
"['Kate I. Noble', 'Alan Webber', 'Peter N. Ives', 'Ronald S. Trujillo', 'Joseph M. Maestas']",16023,Kate I. Noble,Alan Webber,Peter N. Ives,Ronald S. Trujillo,Joseph M. Maestas
"['Alan Webber', 'Kate I. Noble', 'Joseph M. Maestas', 'Peter N. Ives', 'Ronald S. Trujillo']",16024,Alan Webber,Kate I. Noble,Joseph M. Maestas,Peter N. Ives,Ronald S. Trujillo
"['Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo', 'Ronald S. Trujillo']",16025,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo,Ronald S. Trujillo
"['Alan Webber', 'Joseph M. Maestas', 'Kate I. Noble', 'Ronald S. Trujillo', 'Peter N. Ives']",16026,Alan Webber,Joseph M. Maestas,Kate I. Noble,Ronald S. Trujillo,Peter N. Ives
"['Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Peter N. Ives', 'Joseph M. Maestas']",16027,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Peter N. Ives,Joseph M. Maestas
"['Kate I. Noble', 'Alan Webber', 'Ronald S. Trujillo', 'Joseph M. Maestas', 'Peter N. Ives']",16028,Kate I. Noble,Alan Webber,Ronald S. Trujillo,Joseph M. Maestas,Peter N. Ives
