ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12
1492,"Kelly, Kathleen M.","Bowman, Manikka L.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1493,"Nolan, Patricia M.","Dexter, Emily R.","Mitros, Piotr Flawiusz","MacArthur, William","Kadete, Elechi M.","Crutchfield, Jake W.","Weinstein, David J.","Kelly, Kathleen M.","Cronin, Fran A.","Bowman, Manikka L.","Kimbrough, Laurance V.","Fantini, Alfred B."
1494,"Nolan, Patricia M.","Weinstein, David J.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1495,"Bowman, Manikka L.","Kimbrough, Laurance V.","MacArthur, William","Kadete, Elechi M.","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Weinstein, David J.","Dexter, Emily R.","Crutchfield, Jake W.","Cronin, Fran A.",skipped,skipped
1496,"Kimbrough, Laurance V.","Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Dexter, Emily R.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped
1497,"Nolan, Patricia M.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1498,"Fantini, Alfred B.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1499,"Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.","Crutchfield, Jake W.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped
1500,"Fantini, Alfred B.","Nolan, Patricia M.","Cronin, Fran A.","Crutchfield, Jake W.","Bowman, Manikka L.","Dexter, Emily R.","Kadete, Elechi M.","Kelly, Kathleen M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Weinstein, David J."
1501,"Dexter, Emily R.","MacArthur, William","Crutchfield, Jake W.","Nolan, Patricia M.","Mitros, Piotr Flawiusz","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
1502,"Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1503,"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1504,"Bowman, Manikka L.","Kadete, Elechi M.","Dexter, Emily R.","Nolan, Patricia M.","Cronin, Fran A.","Kelly, Kathleen M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Fantini, Alfred B.","Weinstein, David J."
1505,"Weinstein, David J.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1506,"MacArthur, William","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1507,"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1508,"Cronin, Fran A.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1509,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1510,"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1511,"Bowman, Manikka L.","Cronin, Fran A.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1512,"Nolan, Patricia M.","Bowman, Manikka L.","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1513,"Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1514,"Cronin, Fran A.","Dexter, Emily R.","Weinstein, David J.","Fantini, Alfred B.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1515,"Bowman, Manikka L.","Nolan, Patricia M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1516,"Bowman, Manikka L.","Nolan, Patricia M.","Kimbrough, Laurance V.","MacArthur, William","Kadete, Elechi M.","Cronin, Fran A.","Crutchfield, Jake W.","Dexter, Emily R.","Fantini, Alfred B.","Mitros, Piotr Flawiusz","Weinstein, David J.","Kelly, Kathleen M."
1517,"Crutchfield, Jake W.","Dexter, Emily R.","Nolan, Patricia M.","MacArthur, William","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1518,"Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1519,"Weinstein, David J.","Cronin, Fran A.","Dexter, Emily R.","Crutchfield, Jake W.","Bowman, Manikka L.","Fantini, Alfred B.","Kadete, Elechi M.","Kelly, Kathleen M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz","Nolan, Patricia M."
1520,"Mitros, Piotr Flawiusz","Kadete, Elechi M.","Crutchfield, Jake W.","MacArthur, William","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
1521,"Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1522,"Weinstein, David J.","Kelly, Kathleen M.","Mitros, Piotr Flawiusz","Fantini, Alfred B.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1523,"Cronin, Fran A.","Nolan, Patricia M.","MacArthur, William","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1524,"Crutchfield, Jake W.","Bowman, Manikka L.","Cronin, Fran A.","Weinstein, David J.","Dexter, Emily R.","Fantini, Alfred B.","MacArthur, William","Kadete, Elechi M.","Kelly, Kathleen M.","Kimbrough, Laurance V.","Nolan, Patricia M.","Mitros, Piotr Flawiusz"
1525,"Weinstein, David J.","Kadete, Elechi M.","Cronin, Fran A.","Kimbrough, Laurance V.","Nolan, Patricia M.","Dexter, Emily R.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped
1526,"Nolan, Patricia M.","MacArthur, William","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1527,"Crutchfield, Jake W.","Kimbrough, Laurance V.","Cronin, Fran A.","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
1528,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1529,"Dexter, Emily R.","Fantini, Alfred B.","Nolan, Patricia M.","Kelly, Kathleen M.","Bowman, Manikka L.","Cronin, Fran A.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped
1530,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran A.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1531,"Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1532,"Bowman, Manikka L.","Kadete, Elechi M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1533,"Kelly, Kathleen M.","Dexter, Emily R.","Bowman, Manikka L.","Fantini, Alfred B.","Nolan, Patricia M.","Weinstein, David J.","Cronin, Fran A.","Crutchfield, Jake W.","Kadete, Elechi M.","MacArthur, William","Mitros, Piotr Flawiusz",skipped
1534,"Dexter, Emily R.","Kimbrough, Laurance V.","Bowman, Manikka L.","Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped
1535,"Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1536,"Dexter, Emily R.","Bowman, Manikka L.","Nolan, Patricia M.","Cronin, Fran A.","Fantini, Alfred B.","Crutchfield, Jake W.","Kimbrough, Laurance V.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped
1537,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1538,"Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.","Mitros, Piotr Flawiusz","MacArthur, William","Kimbrough, Laurance V.",skipped,skipped,skipped
1539,"Kadete, Elechi M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1540,"Cronin, Fran A.","Bowman, Manikka L.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1541,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1542,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1543,"Nolan, Patricia M.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Weinstein, David J.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped
1544,"Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1545,"Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1546,"Weinstein, David J.","Mitros, Piotr Flawiusz","Cronin, Fran A.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1547,"Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1548,"Kadete, Elechi M.","Bowman, Manikka L.","Kimbrough, Laurance V.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1549,"Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1550,"Nolan, Patricia M.","Kelly, Kathleen M.","Fantini, Alfred B.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1551,"Kelly, Kathleen M.","Kimbrough, Laurance V.","Weinstein, David J.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1552,"Kelly, Kathleen M.","Nolan, Patricia M.","MacArthur, William","Fantini, Alfred B.","Crutchfield, Jake W.","Cronin, Fran A.","Bowman, Manikka L.","Weinstein, David J.","Kimbrough, Laurance V.","Mitros, Piotr Flawiusz",skipped,skipped
1553,"Dexter, Emily R.","Crutchfield, Jake W.","MacArthur, William","Weinstein, David J.","Kadete, Elechi M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
1554,"Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Weinstein, David J.","MacArthur, William","Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
1555,"Bowman, Manikka L.","Nolan, Patricia M.","Kimbrough, Laurance V.","Dexter, Emily R.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1556,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1557,"Fantini, Alfred B.","Kimbrough, Laurance V.","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Crutchfield, Jake W.","Kadete, Elechi M.",skipped,skipped,skipped,skipped
1558,"Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1559,"Kimbrough, Laurance V.","Dexter, Emily R.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1560,"MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1561,"Kimbrough, Laurance V.","MacArthur, William","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.","Kadete, Elechi M.","Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Cronin, Fran A.","Weinstein, David J."
1562,"Dexter, Emily R.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1563,"Nolan, Patricia M.","Bowman, Manikka L.","Crutchfield, Jake W.","Kadete, Elechi M.","Kimbrough, Laurance V.","Dexter, Emily R.","Fantini, Alfred B.","MacArthur, William","Weinstein, David J.","Cronin, Fran A.","Kelly, Kathleen M.",skipped
1564,"Dexter, Emily R.","Bowman, Manikka L.","Kimbrough, Laurance V.","Cronin, Fran A.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1565,"Dexter, Emily R.","Bowman, Manikka L.","Kimbrough, Laurance V.","Cronin, Fran A.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1566,"Dexter, Emily R.","MacArthur, William","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1567,"Kelly, Kathleen M.","Fantini, Alfred B.","Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1568,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1569,"Fantini, Alfred B.","Bowman, Manikka L.","Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1570,"Kelly, Kathleen M.","Fantini, Alfred B.","Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1571,"Nolan, Patricia M.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1572,"Dexter, Emily R.","MacArthur, William","Kimbrough, Laurance V.","Nolan, Patricia M.","Weinstein, David J.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
1573,"Nolan, Patricia M.","Cronin, Fran A.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1574,"Kadete, Elechi M.","Kelly, Kathleen M.","Fantini, Alfred B.","Dexter, Emily R.","Kimbrough, Laurance V.","MacArthur, William","Crutchfield, Jake W.","Nolan, Patricia M.","Mitros, Piotr Flawiusz","Bowman, Manikka L.","Weinstein, David J.","Cronin, Fran A."
1575,"MacArthur, William","Crutchfield, Jake W.","Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Kadete, Elechi M.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped
1576,"Nolan, Patricia M.","Bowman, Manikka L.","Dexter, Emily R.","Fantini, Alfred B.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1577,"Crutchfield, Jake W.","Kadete, Elechi M.","Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1578,"Kelly, Kathleen M.","Kimbrough, Laurance V.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1579,"Kimbrough, Laurance V.","Weinstein, David J.","Crutchfield, Jake W.","Dexter, Emily R.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1580,"Weinstein, David J.","Kimbrough, Laurance V.","Crutchfield, Jake W.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1581,"Nolan, Patricia M.","Kelly, Kathleen M.","Dexter, Emily R.","Cronin, Fran A.","Bowman, Manikka L.","Crutchfield, Jake W.","Weinstein, David J.","Fantini, Alfred B.","Kadete, Elechi M.","Kimbrough, Laurance V.","MacArthur, William","Mitros, Piotr Flawiusz"
1582,"Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1583,"Nolan, Patricia M.","Kimbrough, Laurance V.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1584,"Bowman, Manikka L.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1585,"Weinstein, David J.","Kelly, Kathleen M.","Nolan, Patricia M.","Dexter, Emily R.","Fantini, Alfred B.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped
1586,"Bowman, Manikka L.","Cronin, Fran A.","Kadete, Elechi M.","MacArthur, William","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1587,"MacArthur, William","Dexter, Emily R.","Cronin, Fran A.","Mitros, Piotr Flawiusz","Nolan, Patricia M.","Fantini, Alfred B.","Kelly, Kathleen M.","Kimbrough, Laurance V.","Weinstein, David J.","Bowman, Manikka L.","Crutchfield, Jake W.","Kadete, Elechi M."
1588,"Crutchfield, Jake W.","Kadete, Elechi M.","Bowman, Manikka L.","Dexter, Emily R.","Cronin, Fran A.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped
1589,"Crutchfield, Jake W.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1590,"Kimbrough, Laurance V.","Kadete, Elechi M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1591,"Crutchfield, Jake W.","Nolan, Patricia M.","Bowman, Manikka L.","Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped
1592,"Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1593,"Kelly, Kathleen M.","Dexter, Emily R.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1594,"Kadete, Elechi M.","Bowman, Manikka L.","Kimbrough, Laurance V.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1595,"Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1596,"Dexter, Emily R.","Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1597,"Kimbrough, Laurance V.","Bowman, Manikka L.","MacArthur, William","Dexter, Emily R.","Weinstein, David J.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1598,"Kadete, Elechi M.","Cronin, Fran A.","Bowman, Manikka L.","Dexter, Emily R.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped
1599,"Fantini, Alfred B.","Kelly, Kathleen M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1600,"Kelly, Kathleen M.","Nolan, Patricia M.","Cronin, Fran A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1601,"Kadete, Elechi M.","Nolan, Patricia M.","MacArthur, William","Dexter, Emily R.","Bowman, Manikka L.","Mitros, Piotr Flawiusz","Crutchfield, Jake W.","Weinstein, David J.",skipped,skipped,skipped,skipped
1602,"Dexter, Emily R.","Nolan, Patricia M.","Kelly, Kathleen M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1603,"Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.","Weinstein, David J.","Crutchfield, Jake W.","MacArthur, William",skipped,skipped,skipped,skipped,skipped,skipped
1604,"Dexter, Emily R.","Mitros, Piotr Flawiusz",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1605,"Fantini, Alfred B.","Kimbrough, Laurance V.","Dexter, Emily R.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1606,"Nolan, Patricia M.","Dexter, Emily R.","Kadete, Elechi M.","Kimbrough, Laurance V.","Cronin, Fran A.","Crutchfield, Jake W.","MacArthur, William",skipped,skipped,skipped,skipped,skipped
1607,"Nolan, Patricia M.","Dexter, Emily R.","Bowman, Manikka L.","Kelly, Kathleen M.","Fantini, Alfred B.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
1608,"Crutchfield, Jake W.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1609,"Dexter, Emily R.","Fantini, Alfred B.","Mitros, Piotr Flawiusz","Kelly, Kathleen M.","Nolan, Patricia M.","Bowman, Manikka L.",skipped,skipped,skipped,skipped,skipped,skipped
1610,"Fantini, Alfred B.","Kelly, Kathleen M.","Nolan, Patricia M.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
1611,"Mitros, Piotr Flawiusz","Bowman, Manikka L.","Kelly, Kathleen M.","Dexter, Emily R.","Crutchfield, Jake W.","Kimbrough, Laurance V.",skipped,skipped,skipped,skipped,skipped,skipped
