ballotID,rank1,rank2,rank3,rank4,rank5,rank6,rank7,rank8,rank9,rank10,rank11,rank12,rank13,rank14,rank15,rank16,rank17,rank18,rank19
14823,"Reeves, Kenneth E.","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14824,"Horowitz, Jacob","Sullivan, Michael A.","Reeves, Kenneth E.","Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","Toomey, Timothy J., Jr.","Simmons, Denise","Pitkin, John","Peixoto, Helder","Murphy, Brian","King, Ethridge A.","Jens, Steven E.","Iskovitz, Steve","Hall, Robert L.","Condit, James E., III","Williamson, James M.","Dixon, Vincent Lawrence"
14825,"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","Simmons, Denise","Pitkin, John","Iskovitz, Steve","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14826,"Murphy, Brian","Decker, Marjorie C.","Galluccio, Anthony D.","Horowitz, Jacob","King, Ethridge A.","Reeves, Kenneth E.","Pitkin, John","Simmons, Denise","Davis, Henrietta","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped
14827,"Pitkin, John","Davis, Henrietta","Horowitz, Jacob","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14828,"Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14829,"Simmons, Denise","Pitkin, John","Reeves, Kenneth E.","Davis, Henrietta","Horowitz, Jacob","Toomey, Timothy J., Jr.","King, Ethridge A.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14830,"Galluccio, Anthony D.","Davis, Henrietta","Maher, David P.","Murphy, Brian","Peixoto, Helder","King, Ethridge A.","Condit, James E., III","Williamson, James M.","Pitkin, John","Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14831,"Toomey, Timothy J., Jr.","Condit, James E., III","Maher, David P.","Decker, Marjorie C.","Dixon, Vincent Lawrence","Davis, Henrietta","Pitkin, John","Murphy, Brian","Peixoto, Helder","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14832,"Murphy, Brian","Decker, Marjorie C.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Galluccio, Anthony D.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14833,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Pitkin, John","Reeves, Kenneth E.","King, Ethridge A.","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14834,"Murphy, Brian","Pitkin, John","Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Reeves, Kenneth E.","Simmons, Denise","King, Ethridge A.","Horowitz, Jacob","Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14835,"Decker, Marjorie C.","Murphy, Brian","Simmons, Denise","Williamson, James M.","Peixoto, Helder","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14836,"Murphy, Brian","Galluccio, Anthony D.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14837,"Pitkin, John","Murphy, Brian","Simmons, Denise","Davis, Henrietta","Horowitz, Jacob","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14838,"Condit, James E., III","Simmons, Denise","Decker, Marjorie C.","Davis, Henrietta","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.","Maher, David P.","Galluccio, Anthony D.","Horowitz, Jacob","Hall, Robert L.","Dixon, Vincent Lawrence","Williamson, James M.","Pitkin, John","Peixoto, Helder","Murphy, Brian","Jens, Steven E.","King, Ethridge A.",skipped
14839,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14840,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14841,"Reeves, Kenneth E.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14842,"Davis, Henrietta","Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14843,"Horowitz, Jacob","Hall, Robert L.","Jens, Steven E.","Simmons, Denise","Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14844,"Pitkin, John","Davis, Henrietta","Galluccio, Anthony D.","Maher, David P.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14845,"Galluccio, Anthony D.","Horowitz, Jacob","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14846,"Davis, Henrietta","Simmons, Denise","Pitkin, John","King, Ethridge A.","Murphy, Brian","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14847,"Hall, Robert L.","Murphy, Brian","Decker, Marjorie C.","Reeves, Kenneth E.","Maher, David P.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14848,"Decker, Marjorie C.","Murphy, Brian","Pitkin, John","Maher, David P.","King, Ethridge A.","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14849,"Decker, Marjorie C.","Pitkin, John","Simmons, Denise","Sullivan, Michael A.","Galluccio, Anthony D.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14850,"Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14851,"Pitkin, John","Horowitz, Jacob","Iskovitz, Steve","Simmons, Denise","Sullivan, Michael A.","Maher, David P.","Jens, Steven E.","Hall, Robert L.","Galluccio, Anthony D.","Dixon, Vincent Lawrence","Condit, James E., III","Decker, Marjorie C.","King, Ethridge A.","Murphy, Brian","Peixoto, Helder","Toomey, Timothy J., Jr.","Williamson, James M.","Davis, Henrietta","Reeves, Kenneth E."
14852,"Pitkin, John","Simmons, Denise","Davis, Henrietta","Horowitz, Jacob","King, Ethridge A.","Murphy, Brian","Toomey, Timothy J., Jr.","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14853,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Simmons, Denise","King, Ethridge A.","Pitkin, John","Galluccio, Anthony D.","Horowitz, Jacob","Maher, David P.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14854,"Williamson, James M.","Toomey, Timothy J., Jr.","Maher, David P.","Jens, Steven E.","Dixon, Vincent Lawrence","Peixoto, Helder","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14855,"Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14856,"Galluccio, Anthony D.","Peixoto, Helder",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14857,"Murphy, Brian","Davis, Henrietta","Decker, Marjorie C.","King, Ethridge A.","Horowitz, Jacob","Pitkin, John","Galluccio, Anthony D.","Simmons, Denise","Reeves, Kenneth E.","Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14858,"Horowitz, Jacob","King, Ethridge A.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14859,"Horowitz, Jacob","King, Ethridge A.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14860,"King, Ethridge A.","Galluccio, Anthony D.","Davis, Henrietta","Sullivan, Michael A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14861,"Sullivan, Michael A.","Davis, Henrietta","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14862,"Galluccio, Anthony D.","Decker, Marjorie C.","Pitkin, John","King, Ethridge A.","Davis, Henrietta","Simmons, Denise","Murphy, Brian","Sullivan, Michael A.","Maher, David P.","Jens, Steven E.","Horowitz, Jacob","Iskovitz, Steve","Condit, James E., III","Williamson, James M.","Hall, Robert L.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Dixon, Vincent Lawrence","Peixoto, Helder"
14863,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Pitkin, John","Simmons, Denise","Horowitz, Jacob","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14864,"Simmons, Denise","Pitkin, John","Davis, Henrietta","King, Ethridge A.","Murphy, Brian","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14865,"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Maher, David P.","Hall, Robert L.","Jens, Steven E.","Condit, James E., III","Peixoto, Helder","Dixon, Vincent Lawrence","Horowitz, Jacob","King, Ethridge A.","Williamson, James M.","Simmons, Denise","Pitkin, John","Murphy, Brian",writein,"Reeves, Kenneth E."
14866,"Murphy, Brian","Davis, Henrietta","Simmons, Denise",writein,"King, Ethridge A.","Horowitz, Jacob","Pitkin, John",writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14867,"Galluccio, Anthony D.","Hall, Robert L.","Sullivan, Michael A.","Murphy, Brian","Dixon, Vincent Lawrence","Jens, Steven E.","King, Ethridge A.","Williamson, James M.","Condit, James E., III",writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14868,"Simmons, Denise","Decker, Marjorie C.","Pitkin, John",writein,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14869,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14870,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14871,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14872,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14873,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14874,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14875,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14876,"Sullivan, Michael A.","Decker, Marjorie C.","Davis, Henrietta","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Williamson, James M.","Murphy, Brian","Jens, Steven E.","Horowitz, Jacob","Hall, Robert L.","Dixon, Vincent Lawrence","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped
14877,"Jens, Steven E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14878,"Galluccio, Anthony D.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14879,"Jens, Steven E.","Reeves, Kenneth E.","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14880,"Condit, James E., III","Galluccio, Anthony D.","Decker, Marjorie C.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14881,"King, Ethridge A.","Murphy, Brian","Pitkin, John","Simmons, Denise","Davis, Henrietta","Horowitz, Jacob","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14882,"Davis, Henrietta","King, Ethridge A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14883,"Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14884,"Murphy, Brian","Davis, Henrietta","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14885,"Pitkin, John","Jens, Steven E.","Murphy, Brian","Simmons, Denise","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14886,"Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.","Reeves, Kenneth E.","Maher, David P.","Murphy, Brian","King, Ethridge A.","Condit, James E., III",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14887,"Murphy, Brian","Decker, Marjorie C.","Horowitz, Jacob","Reeves, Kenneth E.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14888,"King, Ethridge A.","Maher, David P.","Reeves, Kenneth E.","Toomey, Timothy J., Jr.","Davis, Henrietta","Decker, Marjorie C.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14889,"Davis, Henrietta","Galluccio, Anthony D.","Sullivan, Michael A.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14890,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14891,"Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.","Murphy, Brian","Reeves, Kenneth E.","Simmons, Denise","Toomey, Timothy J., Jr.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14892,"Pitkin, John","Iskovitz, Steve","Toomey, Timothy J., Jr.","Davis, Henrietta","Galluccio, Anthony D.","Peixoto, Helder","Murphy, Brian","Decker, Marjorie C.","Simmons, Denise","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14893,"Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14894,"Galluccio, Anthony D.","Simmons, Denise","Pitkin, John","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14895,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14896,"Murphy, Brian","Maher, David P.","Galluccio, Anthony D.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14897,"Murphy, Brian","Galluccio, Anthony D.","Davis, Henrietta","Maher, David P.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14898,"Murphy, Brian","Decker, Marjorie C.","Galluccio, Anthony D.","Sullivan, Michael A.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14899,"Davis, Henrietta","Decker, Marjorie C.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14900,"Murphy, Brian","Toomey, Timothy J., Jr.","Davis, Henrietta","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14901,"Murphy, Brian","Davis, Henrietta","Simmons, Denise","Pitkin, John","King, Ethridge A.","Maher, David P.","Decker, Marjorie C.","Horowitz, Jacob","Sullivan, Michael A.","Hall, Robert L.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped
14902,"Murphy, Brian","Davis, Henrietta","Simmons, Denise","Pitkin, John","King, Ethridge A.","Hall, Robert L.","Maher, David P.","Horowitz, Jacob","Iskovitz, Steve","Decker, Marjorie C.","Williamson, James M.","Toomey, Timothy J., Jr.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped
14903,"Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta",skipped,"Reeves, Kenneth E.","Pitkin, John","Murphy, Brian",skipped,skipped,"Hall, Robert L.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14904,"Murphy, Brian","Maher, David P.","Decker, Marjorie C.","Galluccio, Anthony D.","Davis, Henrietta","Sullivan, Michael A.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14905,"Pitkin, John","King, Ethridge A.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14906,"Murphy, Brian","Davis, Henrietta","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14907,"Simmons, Denise","King, Ethridge A.","Davis, Henrietta","Murphy, Brian","Horowitz, Jacob","Pitkin, John","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14908,"Murphy, Brian","King, Ethridge A.","Galluccio, Anthony D.","Pitkin, John","Simmons, Denise","Horowitz, Jacob","Maher, David P.","Davis, Henrietta","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14909,"Davis, Henrietta","Murphy, Brian","Galluccio, Anthony D.","Pitkin, John","Decker, Marjorie C.","Simmons, Denise","Peixoto, Helder","King, Ethridge A.","Iskovitz, Steve","Maher, David P.","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Horowitz, Jacob","Dixon, Vincent Lawrence","Williamson, James M.","Hall, Robert L.","Condit, James E., III","Reeves, Kenneth E.","Jens, Steven E."
14910,"Decker, Marjorie C.","Murphy, Brian","Galluccio, Anthony D.","Reeves, Kenneth E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14911,"Murphy, Brian","Simmons, Denise","Decker, Marjorie C.","Reeves, Kenneth E.","Galluccio, Anthony D.","Davis, Henrietta","Maher, David P.","King, Ethridge A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14912,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14913,"Davis, Henrietta","Murphy, Brian","Simmons, Denise","Reeves, Kenneth E.","Decker, Marjorie C.","Pitkin, John","King, Ethridge A.","Horowitz, Jacob","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14914,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta","Galluccio, Anthony D.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14915,"Williamson, James M.","Simmons, Denise","Pitkin, John","Murphy, Brian","Jens, Steven E.","Iskovitz, Steve","Horowitz, Jacob","Hall, Robert L.","Dixon, Vincent Lawrence","Condit, James E., III","Toomey, Timothy J., Jr.","Sullivan, Michael A.","Reeves, Kenneth E.","Maher, David P.","Galluccio, Anthony D.","Decker, Marjorie C.","Davis, Henrietta","King, Ethridge A.","Peixoto, Helder"
14916,"Murphy, Brian","Galluccio, Anthony D.","Davis, Henrietta","Decker, Marjorie C.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14917,"Murphy, Brian","Decker, Marjorie C.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14918,"King, Ethridge A.","Sullivan, Michael A.","Maher, David P.","Pitkin, John","Davis, Henrietta",skipped,"Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14919,"Galluccio, Anthony D.","Maher, David P.","King, Ethridge A.","Pitkin, John","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14920,"Decker, Marjorie C.","Maher, David P.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14921,"Toomey, Timothy J., Jr.","Decker, Marjorie C.","Hall, Robert L.","Condit, James E., III","Davis, Henrietta","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14922,"Murphy, Brian","Davis, Henrietta","Pitkin, John","Decker, Marjorie C.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14923,"Jens, Steven E.","Davis, Henrietta",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14924,"Murphy, Brian","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14925,"Sullivan, Michael A.","Simmons, Denise","Galluccio, Anthony D.","Maher, David P.","Toomey, Timothy J., Jr.","Murphy, Brian","Pitkin, John","King, Ethridge A.","Jens, Steven E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14926,"Murphy, Brian","Davis, Henrietta","Simmons, Denise","Reeves, Kenneth E.","Horowitz, Jacob","King, Ethridge A.","Pitkin, John","Galluccio, Anthony D.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14927,"Galluccio, Anthony D.","Sullivan, Michael A.","Toomey, Timothy J., Jr.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14928,"Reeves, Kenneth E.","Davis, Henrietta","Galluccio, Anthony D.","Decker, Marjorie C.","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Maher, David P.","King, Ethridge A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14929,"Galluccio, Anthony D.","Sullivan, Michael A.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14930,"Pitkin, John","Davis, Henrietta","King, Ethridge A.","Horowitz, Jacob","Murphy, Brian","Simmons, Denise","Galluccio, Anthony D.","Iskovitz, Steve",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14931,"Jens, Steven E.",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14932,"Sullivan, Michael A.","Pitkin, John","Davis, Henrietta","Horowitz, Jacob","King, Ethridge A.","Simmons, Denise",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14933,"Murphy, Brian","King, Ethridge A.","Pitkin, John","Simmons, Denise","Davis, Henrietta","Horowitz, Jacob",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14934,"Murphy, Brian","Simmons, Denise","Davis, Henrietta","Horowitz, Jacob","King, Ethridge A.","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14935,"Murphy, Brian","Horowitz, Jacob","Davis, Henrietta","King, Ethridge A.","Simmons, Denise","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14936,"Maher, David P.","Simmons, Denise","Davis, Henrietta",skipped,"Decker, Marjorie C.","Murphy, Brian","Pitkin, John","Sullivan, Michael A.","Toomey, Timothy J., Jr.","Williamson, James M.","Condit, James E., III","Dixon, Vincent Lawrence","Hall, Robert L.","Horowitz, Jacob","Iskovitz, Steve","Jens, Steven E.",skipped,skipped,skipped
14937,"Davis, Henrietta","Decker, Marjorie C.","Horowitz, Jacob","King, Ethridge A.","Murphy, Brian","Pitkin, John",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
14938,"Murphy, Brian",skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped,skipped
