contest_name,place,state,year,date,office,rcv_type,exhaust_on_overvote,exhaust_on_repeated_skipped_rankings,contest_rank_limit,number_of_winners,tabulation_num,unique_id,winner,number_of_candidates,number_of_rounds,final_round_winner_vote,final_round_winner_percent,final_round_active_votes,first_round_winner_vote,first_round_winner_percent,first_round_active_votes,first_round_winner_place,final_round_winner_votes_over_first_round_valid,winners_consensus_value,condorcet,come_from_behind,effective_ballot_length,first_round_overvote,ranked_single,ranked_multiple,ranked_3_or_more,total_fully_ranked,ranked_winner,includes_duplicate_ranking,includes_skipped_ranking,total_irregular,total_ballots,total_ballots_with_overvote,total_undervote,total_pretally_exhausted,total_posttally_exhausted,total_posttally_exhausted_by_overvote,total_posttally_exhausted_by_skipped_rankings,total_posttally_exhausted_by_abstention,total_posttally_exhausted_by_rank_limit
Minneapolis Park District 1 2017,Minneapolis,MN,2017,11/7/2017,P&R Board District 1,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_PRBoardDistrict1_tab1,Chris Meyer,3,3,7210.0,55.287171229200204,13041.0,6358.0,44.45221282248479,14303.0,1,50.40900510382438,74.57176816052576,yes,no,0: 3482; 1: 5372; 2: 2911; 3: 6020,6.0,5372.0,8931.0,6020.0,6020.0,10666,381.0,20.0,414.0,17785.0,20.0,3479.0,3.0,1262.0,0.0,0.0,1262.0,0.0
Minneapolis Park District 2 2017,Minneapolis,MN,2017,11/7/2017,P&R Board District 2,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_PRBoardDistrict2_tab1,Kale Severson,2,1,5089.0,56.96216700246249,8934.0,5089.0,56.96216700246249,8934.0,1,56.96216700246251,78.4307141258115,yes,no,0: 2228; 1: 4281; 2: 4295; 3: 358,5.0,4281.0,4653.0,358.0,4558.0,7007,843.0,57.0,909.0,11162.0,16.0,2227.0,1.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Park District 3 2017,Minneapolis,MN,2017,11/7/2017,P&R Board District 3,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_PRBoardDistrict3_tab1,Ak Hassan,3,3,7753.0,57.032514344563765,13594.0,7094.0,48.489405331510596,14630.0,1,52.99384825700615,70.05468215994532,yes,no,0: 1971; 1: 7455; 2: 2826; 3: 4349,20.0,7455.0,7175.0,4349.0,4349.0,10249,1172.0,123.0,1291.0,16601.0,29.0,1956.0,15.0,1036.0,0.0,0.0,1036.0,0.0
Minneapolis Park District 4 2017,Minneapolis,MN,2017,11/7/2017,P&R Board District 4,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_PRBoardDistrict4_tab1,Jono Cowgill,2,1,6794.0,50.277510545400716,13513.0,6794.0,50.277510545400716,13513.0,1,50.27751054540073,70.9094945607933,yes,no,0: 4654; 1: 7347; 2: 5755; 3: 411,4.0,7347.0,6166.0,411.0,6034.0,9582,506.0,28.0,536.0,18167.0,7.0,4652.0,2.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Park District 5 2017,Minneapolis,MN,2017,11/7/2017,P&R Board District 5,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_PRBoardDistrict5_tab1,Steffanie Musich,3,1,9466.0,58.29535657100627,16238.0,9466.0,58.29535657100627,16238.0,1,58.29535657100629,81.18610666338219,yes,no,0: 4377; 1: 6489; 2: 3459; 3: 6290,5.0,6489.0,9749.0,6290.0,6290.0,13183,308.0,19.0,334.0,20615.0,11.0,4375.0,2.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Park District 6 2017,Minneapolis,MN,2017,11/7/2017,P&R Board District 6,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_PRBoardDistrict6_tab1,Brad Bourn,4,4,8785.0,50.90982846546128,17256.0,8084.0,43.72565988749459,18488.0,1,47.517308524448296,62.66767633059281,yes,no,0: 3110; 1: 8415; 2: 4456; 3: 5617,3.0,8415.0,10073.0,5617.0,5617.0,11586,388.0,27.0,418.0,21598.0,9.0,3110.0,0.0,1232.0,0.0,0.0,1232.0,0.0
Minneapolis Ward 1 2017,Minneapolis,MN,2017,11/7/2017,Ward 1 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward1CityCouncil_tab1,Kevin Reich,3,3,4296.0,51.09419600380589,8408.0,4015.0,45.969773299748105,8734.0,1,49.18708495534692,81.96702541790702,yes,no,0: 130; 1: 2425; 2: 2806; 3: 3503,0.0,2425.0,6309.0,3503.0,3503.0,7159,335.0,28.0,367.0,8864.0,9.0,130.0,0.0,326.0,0.0,0.0,326.0,0.0
Minneapolis Ward 10 2017,Minneapolis,MN,2017,11/7/2017,Ward 10 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward10CityCouncil_tab1,Lisa Bender,4,1,4886.0,64.32332806740389,7596.0,4886.0,64.32332806740389,7596.0,1,64.32332806740389,83.00421274354923,yes,no,0: 315; 1: 2400; 2: 1195; 3: 4001,0.0,2400.0,5196.0,4001.0,4001.0,6305,168.0,14.0,188.0,7911.0,8.0,315.0,0.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Ward 11 2017,Minneapolis,MN,2017,11/7/2017,Ward 11 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward11CityCouncil_tab1,Jeremy Schroeder,3,3,4757.0,54.44037537193866,8738.0,3230.0,35.26200873362445,9160.0,1,51.93231441048035,78.90829694323143,yes,no,0: 432; 1: 2070; 2: 2301; 3: 4789,0.0,2070.0,7090.0,4789.0,4789.0,7228,159.0,17.0,176.0,9592.0,5.0,432.0,0.0,422.0,0.0,0.0,422.0,0.0
Minneapolis Ward 12 2017,Minneapolis,MN,2017,11/7/2017,Ward 12 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward12CityCouncil_tab1,Andrew Johnson,3,1,8875.0,87.14650432050274,10184.0,8875.0,87.14650432050274,10184.0,1,87.14650432050274,94.17714061272584,yes,no,0: 520; 1: 6239; 2: 1188; 3: 2757,0.0,6239.0,3945.0,2757.0,2757.0,9591,357.0,9.0,378.0,10704.0,14.0,520.0,0.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Ward 13 2017,Minneapolis,MN,2017,11/7/2017,Ward 13 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward13CityCouncil_tab1,Linea Palmisano,2,1,9411.0,83.17277949624392,11315.0,9411.0,83.17277949624392,11315.0,1,83.17277949624392,88.1661511268228,yes,no,0: 427; 1: 8351; 2: 2723; 3: 241,2.0,8351.0,2964.0,241.0,2739.0,9976,698.0,23.0,731.0,11742.0,19.0,427.0,0.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Ward 2 2017,Minneapolis,MN,2017,11/7/2017,Ward 2 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward2CityCouncil_tab1,Cam Gordon,1,1,5923.0,97.25779967159276,6090.0,5923.0,97.25779967159276,6090.0,1,97.25779967159276,97.71756978653531,yes,no,0: 944; 1: 5934; 2: 156,1.0,5934.0,156.0,0.0,5951.0,5951,1028.0,13.0,1041.0,7034.0,3.0,943.0,1.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Ward 3 2017,Minneapolis,MN,2017,11/7/2017,Ward 3 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward3CityCouncil_tab1,Steve Fletcher,4,4,4861.0,55.84147041929924,8705.0,2709.0,28.242285237698077,9592.0,2,50.67764804003336,72.16430358632194,yes,yes,0: 285; 1: 1979; 2: 2415; 3: 5198,2.0,1979.0,7613.0,5198.0,5198.0,6922,249.0,20.0,282.0,9877.0,15.0,285.0,0.0,887.0,0.0,0.0,887.0,0.0
Minneapolis Ward 4 2017,Minneapolis,MN,2017,11/7/2017,Ward 4 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward4CityCouncil_tab1,Phillipe M. Cunningham,4,4,2605.0,51.73783515392254,5035.0,2140.0,40.661219836595095,5263.0,2,49.49648489454684,69.37108113243397,yes,yes,0: 86; 1: 1582; 2: 1136; 3: 2545,3.0,1582.0,3681.0,2545.0,2545.0,3651,319.0,20.0,341.0,5349.0,7.0,84.0,2.0,228.0,0.0,0.0,228.0,0.0
Minneapolis Ward 5 2017,Minneapolis,MN,2017,11/7/2017,Ward 5 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward5CityCouncil_tab1,Jeremiah Ellison,4,4,2313.0,56.66340029397353,4082.0,1987.0,47.12998102466793,4216.0,1,54.86242884250474,74.62049335863378,yes,no,0: 62; 1: 1166; 2: 782; 3: 2268,3.0,1166.0,3050.0,2268.0,2268.0,3146,425.0,28.0,456.0,4278.0,8.0,61.0,1.0,134.0,0.0,0.0,134.0,0.0
Minneapolis Ward 6 2017,Minneapolis,MN,2017,11/7/2017,Ward 6 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward6CityCouncil_tab1,Abdi Warsame,4,1,3629.0,50.16588332872546,7234.0,3629.0,50.16588332872546,7234.0,1,50.16588332872546,67.94304672380426,yes,no,0: 163; 1: 4947; 2: 1393; 3: 894,6.0,4947.0,2287.0,894.0,894.0,4915,928.0,79.0,991.0,7397.0,13.0,159.0,4.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Ward 7 2017,Minneapolis,MN,2017,11/7/2017,Ward 7 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward7CityCouncil_tab1,Lisa Goodman,4,1,4751.0,52.26622662266226,9090.0,4751.0,52.26622662266226,9090.0,1,52.26622662266227,79.64796479647966,yes,no,0: 165; 1: 2826; 2: 2197; 3: 4067,3.0,2826.0,6264.0,4067.0,4067.0,7240,255.0,28.0,291.0,9255.0,14.0,165.0,0.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Ward 8 2017,Minneapolis,MN,2017,11/7/2017,Ward 8 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward8CityCouncil_tab1,Andrea Jenkins,4,1,5766.0,73.00582425930615,7898.0,5766.0,73.00582425930615,7898.0,1,73.00582425930615,89.88351481387693,yes,no,0: 377; 1: 2212; 2: 2268; 3: 3418,1.0,2212.0,5686.0,3418.0,3418.0,7099,223.0,26.0,253.0,8275.0,9.0,377.0,0.0,0.0,0.0,0.0,0.0,0.0
Minneapolis Ward 9 2017,Minneapolis,MN,2017,11/7/2017,Ward 9 City Council ,rcv_single_winner,False,False,3,1,1,Minneapolis_11072017_Ward9CityCouncil_tab1,Alondra Cano,4,4,2982.0,60.65907241659886,4916.0,2623.0,47.52672585613335,5519.0,1,54.03152745062512,72.658090233738,yes,no,0: 131; 1: 1568; 2: 1271; 3: 2680,3.0,1568.0,3951.0,2680.0,2680.0,4010,322.0,20.0,345.0,5650.0,7.0,131.0,0.0,603.0,0.0,0.0,603.0,0.0
Berkeley City Auditor 2018,Berkeley,CA,2018,11/6/2018,City Auditor,rcv_single_winner,True,False,3,1,1,Berkeley_11062018_CityAuditor_tab1,Jenny Wong,2,1,46337.0,92.03893137352269,50345.0,46337.0,92.03893137352269,50345.0,1,92.03893137352269,97.07021551296057,yes,no,0: 6872; 1: 32548; 2: 17797,110.0,32581.0,17804.0,0.0,17797.0,48870,14657.0,715.0,15341.0,57217.0,177.0,6762.0,110.0,0.0,0.0,0.0,0.0,0.0
Berkeley Council D1 2018,Berkeley,CA,2018,11/6/2018,City Council District 1,rcv_single_winner,True,False,3,1,1,Berkeley_11062018_CityCouncilDistrict1_tab1,Rashi Kesarwani,4,3,4120.0,54.50456409577986,7559.0,3500.0,44.46138211382114,7872.0,1,52.33739837398373,74.16158536585365,yes,no,0: 594; 1: 1335; 2: 1745; 3: 4792,26.0,1341.0,6551.0,4792.0,4792.0,5838,894.0,45.0,965.0,8466.0,42.0,568.0,26.0,313.0,2.0,0.0,311.0,0.0
Berkeley Council D4 2018,Berkeley,CA,2018,11/6/2018,City Council District 4,rcv_single_winner,True,False,3,1,1,Berkeley_11062018_CityCouncilDistrict4_tab1,Kate Harrison,3,1,2892.0,52.84122053718253,5473.0,2892.0,52.84122053718253,5473.0,1,52.84122053718253,84.14032523296181,yes,no,0: 564; 1: 1249; 2: 1255; 3: 2969,17.0,1250.0,4234.0,2969.0,2969.0,4605,592.0,40.0,656.0,6037.0,30.0,547.0,17.0,0.0,0.0,0.0,0.0,0.0
Berkeley Council D7 2018,Berkeley,CA,2018,11/6/2018,City Council District 7,rcv_single_winner,True,False,3,1,1,Berkeley_11062018_CityCouncilDistrict7_tab1,Rigel Robinson,3,1,1587.0,56.51709401709402,2808.0,1587.0,56.51709401709402,2808.0,1,56.51709401709402,91.48860398860398,yes,no,0: 398; 1: 525; 2: 617; 3: 1666,9.0,523.0,2291.0,1666.0,1666.0,2569,211.0,28.0,255.0,3206.0,20.0,389.0,9.0,0.0,0.0,0.0,0.0,0.0
Berkeley Council D8 2018,Berkeley,CA,2018,11/6/2018,City Council District 8,rcv_single_winner,True,False,3,1,1,Berkeley_11062018_CityCouncilDistrict8_tab1,Lori Droste,4,1,3677.0,56.180290297937354,6545.0,3677.0,56.180290297937354,6545.0,1,56.180290297937354,81.46676852559206,yes,no,0: 574; 1: 1380; 2: 1689; 3: 3476,15.0,1378.0,5175.0,3476.0,3476.0,5332,675.0,38.0,748.0,7119.0,41.0,559.0,15.0,0.0,0.0,0.0,0.0,0.0
Oakland City Auditor 2018,Oakland,CA,2018,11/6/2018,City Auditor,rcv_single_winner,True,False,3,1,1,Oakland_11062018_CityAuditor_tab1,Courtney Ruby,2,1,87759.0,65.34987452621546,134291.0,87759.0,65.34987452621546,134291.0,1,65.34987452621546,85.82853653632783,yes,no,0: 30484; 1: 74657; 2: 59634,266.0,74736.0,59657.0,0.0,59634.0,115260,47578.0,1911.0,49402.0,164775.0,438.0,30218.0,266.0,0.0,0.0,0.0,0.0,0.0
Oakland Council D2 2018,Oakland,CA,2018,11/6/2018,City Council District 2,rcv_single_winner,True,False,3,1,1,Oakland_11062018_CityCouncilDistrict2_tab1,Nikki Fortunato Bas,3,1,11310.0,53.90334572490706,20982.0,11310.0,53.90334572490706,20982.0,1,53.90334572490706,81.05519016299687,yes,no,0: 2695; 1: 6907; 2: 5582; 3: 8493,57.0,6907.0,14100.0,8493.0,8493.0,17007,3586.0,173.0,3823.0,23677.0,113.0,2638.0,57.0,0.0,0.0,0.0,0.0,0.0
Oakland Council D4 2018,Oakland,CA,2018,11/6/2018,City Council District 4,rcv_single_winner,True,False,3,1,1,Oakland_11062018_CityCouncilDistrict4_tab1,Sheng Thao,7,6,11736.0,54.0929203539823,21696.0,8750.0,34.696062492565126,25219.0,1,46.53634164717078,63.39664538641501,yes,no,0: 3025; 1: 5137; 2: 3900; 3: 16182,98.0,5136.0,20138.0,16182.0,16182.0,15988,3348.0,127.0,3631.0,28244.0,191.0,2927.0,98.0,3523.0,23.0,0.0,1488.0,2012.0
Oakland Council D6 2018,Oakland,CA,2018,11/6/2018,City Council District 6,rcv_single_winner,True,False,3,1,1,Oakland_11062018_CityCouncilDistrict6_tab1,Loren Taylor,5,4,9858.0,64.25917476044586,15341.0,7158.0,40.11207621182404,17845.0,1,55.24236480806949,65.08265620622024,yes,no,0: 1702; 1: 4003; 2: 2275; 3: 11567,136.0,3998.0,13900.0,11567.0,11567.0,11614,3790.0,137.0,4111.0,19547.0,236.0,1566.0,136.0,2504.0,30.0,0.0,524.0,1950.0
Oakland Mayor 2018,Oakland,CA,2018,11/6/2018,Mayor,rcv_single_winner,True,False,3,1,1,Oakland_11062018_Mayor_tab1,Libby Schaaf,10,1,84502.0,53.273903340100105,158618.0,84502.0,53.273903340100105,158618.0,1,53.27390334010011,70.58782735881174,yes,no,0: 6157; 1: 43716; 2: 25214; 3: 89688,1222.0,43774.0,115433.0,89688.0,89688.0,111965,27502.0,1046.0,30077.0,164775.0,1937.0,4935.0,1222.0,0.0,0.0,0.0,0.0,0.0
Oakland School D2 2018,Oakland,CA,2018,11/6/2018,School Director District 2,rcv_single_winner,True,False,3,1,1,Oakland_11062018_SchoolDirectorDistrict2_tab1,Aimee Eng,1,1,16607.0,100.0,16607.0,16607.0,100.0,16607.0,1,100.0,100.0421509002228,yes,no,0: 7070; 1: 16607,25.0,16614.0,0.0,0.0,16607.0,16614,5309.0,333.0,5511.0,23677.0,28.0,7045.0,25.0,0.0,0.0,0.0,0.0,0.0
Oakland School D4 2018,Oakland,CA,2018,11/6/2018,School Director District 4,rcv_single_winner,True,False,3,1,1,Oakland_11062018_SchoolDirectorDistrict4_tab1,Gary D. Yee,2,1,14534.0,58.99017777416997,24638.0,14534.0,58.99017777416997,24638.0,1,58.990177774169986,74.74226804123711,yes,no,0: 3606; 1: 14470; 2: 10168,47.0,14490.0,10174.0,0.0,10168.0,18415,7764.0,322.0,8062.0,28244.0,80.0,3559.0,47.0,0.0,0.0,0.0,0.0,0.0
Oakland School D6 2018,Oakland,CA,2018,11/6/2018,School Director District 6,rcv_single_winner,True,False,3,1,1,Oakland_11062018_SchoolDirectorDistrict6_tab1,Shanthi Gonzales,2,1,13964.0,98.4003946163061,14191.0,13964.0,98.4003946163061,14191.0,1,98.4003946163061,98.87252483968713,yes,no,0: 5348; 1: 14099; 2: 92,22.0,14105.0,92.0,0.0,92.0,14031,6713.0,569.0,7098.0,19539.0,28.0,5326.0,22.0,0.0,0.0,0.0,0.0,0.0
San Francisco Assessor-Recorder 2018,San Francisco,CA,2018,11/6/2018,Assessor-Recorder,rcv_single_winner,True,False,3,1,1,SanFrancisco_11062018_AssessorRecorder_tab1,Carmen Chu,2,1,236697.0,74.62639039523798,317176.0,236697.0,74.62639039523798,317176.0,1,74.62639039523798,85.51056826493809,yes,no,0: 51402; 1: 184015; 2: 133161,428.0,184110.0,133230.0,0.0,133161.0,271219,70113.0,6299.0,76390.0,368578.0,956.0,50974.0,428.0,0.0,0.0,0.0,0.0,0.0
San Francisco Board of Supervisors District 10 2018,San Francisco,CA,2018,11/6/2018,Board of Supervisors District 10,rcv_single_winner,True,False,3,1,1,SanFrancisco_11062018_BoardofSupervisorsDistrict10_tab1,Shamann Walton,6,6,13023.0,63.07453867389935,20647.0,9585.0,41.32534276105889,23194.0,1,56.14814176080021,68.67724411485729,yes,no,0: 3063; 1: 5251; 2: 5125; 3: 12818,156.0,5265.0,17999.0,12818.0,12818.0,15929,2952.0,203.0,3336.0,26257.0,238.0,2907.0,156.0,2547.0,21.0,0.0,1022.0,1504.0
San Francisco Board of Supervisors District 2 2018,San Francisco,CA,2018,11/6/2018,Board of Supervisors District 2,rcv_single_winner,True,False,3,1,1,SanFrancisco_11062018_BoardofSupervisorsDistrict2_tab1,Catherine Stefani,4,3,17340.0,51.91461333493008,33401.0,14415.0,40.82181694608065,35312.0,1,49.1051200724966,74.95185772541913,yes,no,0: 4594; 1: 9599; 2: 7293; 3: 18420,79.0,9580.0,25780.0,18420.0,18420.0,26467,3353.0,177.0,3663.0,39906.0,165.0,4515.0,79.0,1911.0,18.0,0.0,1893.0,0.0
San Francisco Board of Supervisors District 4 2018,San Francisco,CA,2018,11/6/2018,Board of Supervisors District 4,rcv_single_winner,True,False,3,1,1,SanFrancisco_11062018_BoardofSupervisorsDistrict4_tab1,Gordon Mar,8,7,13255.0,56.83962264150942,23320.0,10314.0,36.28879037365421,28422.0,1,46.63640841601576,58.27527971289845,yes,no,0: 2990; 1: 6699; 2: 4354; 3: 17369,176.0,6716.0,21788.0,17369.0,17369.0,16563,2417.0,175.0,2799.0,31412.0,249.0,2814.0,176.0,5102.0,24.0,0.0,1801.0,3277.0
San Francisco Board of Supervisors District 6 2018,San Francisco,CA,2018,11/6/2018,Board of Supervisors District 6,rcv_single_winner,True,False,3,1,1,SanFrancisco_11062018_BoardofSupervisorsDistrict6_tab1,Matt Haney,3,1,14288.0,56.40742202921436,25330.0,14288.0,56.40742202921436,25330.0,1,56.40742202921437,85.97315436241611,yes,no,0: 3542; 1: 7642; 2: 3925; 3: 13763,75.0,7638.0,17724.0,13763.0,13763.0,21777,2957.0,158.0,3204.0,28872.0,122.0,3467.0,75.0,0.0,0.0,0.0,0.0,0.0
San Francisco Board of Supervisors District 8 2018,San Francisco,CA,2018,11/6/2018,Board of Supervisors District 8,rcv_single_winner,True,False,3,1,1,SanFrancisco_11062018_BoardofSupervisorsDistrict8_tab1,Rafael Mandelman,2,1,38406.0,91.43414912865441,42004.0,38406.0,91.43414912865441,42004.0,1,91.43414912865441,96.38843919626702,yes,no,0: 6045; 1: 30092; 2: 11912,38.0,30102.0,11915.0,0.0,11912.0,40487,7783.0,541.0,8327.0,48049.0,64.0,6007.0,38.0,0.0,0.0,0.0,0.0,0.0
San Francisco Board of Supervisors District 8 June 2018,San Francisco,CA,2018,6/5/2018,Board of Supervisors District 8,rcv_single_winner,True,False,3,1,1,SanFrancisco_06052018_BoardofSupervisorsDistrict8_tab1,Rafael Mandelman,3,1,19996.0,60.11664963020864,33262.0,19996.0,60.11664963020864,33262.0,1,60.11664963020865,86.79273645601587,yes,no,0: 2805; 1: 10921; 2: 9506; 3: 12835,25.0,10926.0,22349.0,12835.0,12835.0,28869,1944.0,165.0,2131.0,36067.0,38.0,2780.0,25.0,0.0,0.0,0.0,0.0,0.0
San Francisco Mayor June 2018,San Francisco,CA,2018,6/5/2018,Mayor,rcv_single_winner,True,False,3,1,1,SanFrancisco_06052018_Mayor_tab1,London Breed,8,8,115977.0,50.55490654205607,229408.0,92121.0,36.6969151343255,251032.0,1,46.20008604480704,62.72626597405908,yes,no,0: 2984; 1: 36644; 2: 41097; 3: 173291,634.0,36664.0,214734.0,173291.0,173291.0,157463,16406.0,1219.0,18473.0,254016.0,1035.0,2350.0,634.0,21624.0,114.0,0.0,8606.0,12904.0
San Francisco Public Defender 2018,San Francisco,CA,2018,11/6/2018,Public Defender,rcv_single_winner,True,False,3,1,1,SanFrancisco_11062018_PublicDefender_tab1,Jeff Adachi,1,1,292864.0,100.0,292864.0,292864.0,100.0,292864.0,1,100.0,100.00887784090908,yes,no,0: 75714; 1: 292864,83.0,292890.0,0.0,0.0,292864.0,292890,68500.0,7420.0,74582.0,368578.0,210.0,75631.0,83.0,0.0,0.0,0.0,0.0,0.0
San Leandro Council D1 2018,San Leandro,CA,2018,11/6/2018,County Council District 1,rcv_single_winner,True,False,3,1,1,SanLeandro_11062018_CountyCouncilDistrict1_tab1,Deborah Cox,3,1,16190.0,65.15352730492172,24849.0,16190.0,65.15352730492172,24849.0,1,65.15352730492174,87.91903094691939,yes,no,0: 2918; 1: 7406; 2: 3818; 3: 13625,94.0,7401.0,17495.0,13625.0,13625.0,21847,5588.0,290.0,5966.0,27767.0,183.0,2824.0,94.0,0.0,0.0,0.0,0.0,0.0
San Leandro Council D3 2018,San Leandro,CA,2018,11/6/2018,County Council District 3,rcv_single_winner,True,False,3,1,1,SanLeandro_11062018_CountyCouncilDistrict3_tab1,"Victor Aguilar, Jr.",2,1,11902.0,51.16938950988822,23260.0,11902.0,51.16938950988822,23260.0,1,51.16938950988822,78.8134135855546,yes,no,0: 4507; 1: 9268; 2: 13992,56.0,9281.0,13994.0,0.0,13992.0,18332,8992.0,274.0,9268.0,27767.0,86.0,4451.0,56.0,0.0,0.0,0.0,0.0,0.0
San Leandro Council D5 2018,San Leandro,CA,2018,11/6/2018,County Council District 5,rcv_single_winner,True,False,3,1,1,SanLeandro_11062018_CountyCouncilDistrict5_tab1,Corina N. Lopez,2,1,16415.0,70.48089308716186,23290.0,16415.0,70.48089308716186,23290.0,1,70.48089308716186,88.01202232717905,yes,no,0: 4477; 1: 10115; 2: 13175,47.0,10116.0,13183.0,0.0,13175.0,20498,9046.0,346.0,9389.0,27767.0,77.0,4430.0,47.0,0.0,0.0,0.0,0.0,0.0
San Leandro Mayor 2018,San Leandro,CA,2018,11/6/2018,Mayor,rcv_single_winner,True,False,3,1,1,SanLeandro_11062018_Mayor_tab1,Pauline Russo Cutter,4,1,13355.0,51.78162925051374,25791.0,13355.0,51.78162925051374,25791.0,1,51.78162925051375,77.10053894769493,yes,no,0: 1976; 1: 7061; 2: 4070; 3: 14660,124.0,7058.0,18793.0,14660.0,14660.0,19885,5693.0,211.0,6055.0,27767.0,210.0,1852.0,124.0,0.0,0.0,0.0,0.0,0.0
Maine Democratic Primary for CD2 2018,Maine,ME,2018,6/12/2018,Democratic Primary for CD2,rcv_single_winner,True,True,5,1,1,Maine_06122018_DemocraticPrimaryforCD2_tab1,"Golden, Jared F.",4,3,23611.0,54.32311798269832,43464.0,20987.0,46.42011899758908,45211.0,1,52.22401627922408,78.19336002300325,yes,no,0: 5634; 1: 12054; 2: 9089; 3: 8534; 4: 15534,132.0,12049.0,33308.0,24167.0,15534.0,37166,1024.0,1336.0,2562.0,50845.0,341.0,5408.0,226.0,1747.0,26.0,20.0,1701.0,0.0
Maine Democratic Primary for Governor 2018,Maine,ME,2018,6/12/2018,Democratic Primary for Governor,rcv_single_winner,True,True,8,1,1,Maine_06122018_DemocraticPrimaryforGovernor_tab1,"Mills, Janet T.",7,7,63387.0,54.06002405055733,117253.0,41735.0,33.086515669222045,126139.0,1,50.25170645082012,63.44112447379479,yes,no,0: 6111; 1: 16105; 2: 14087; 3: 28077; 4: 15359; 5: 6380; 6: 4974; 7: 38884; 8: 2273,468.0,15881.0,110621.0,96592.0,40921.0,100599,4365.0,5856.0,11229.0,132250.0,1843.0,5535.0,576.0,8886.0,150.0,151.0,8585.0,0.0
Maine General CD2 CVR Updated 2018,Maine,ME,2018,11/6/2018,Congressional District 2,rcv_single_winner,True,True,5,1,1,Maine_11062018_CongressionalDistrict2_tab1,"Dem Golden, Jared F.",4,3,142440.0,50.62355395545383,281371.0,132013.0,45.58082203132337,289624.0,2,49.18100709885921,53.970665414468414,yes,yes,0: 6453; 1: 149299; 2: 28945; 3: 34480; 4: 76900,462.0,147923.0,142226.0,112155.0,76900.0,180457,12625.0,14626.0,27984.0,296077.0,1994.0,5711.0,742.0,8253.0,98.0,135.0,8020.0,0.0
Santa Fe Councilor District 2 2018,Santa Fe,NM,2018,3/6/2018,City Council District 2,rcv_single_winner,True,False,3,1,1,SantaFe_03062018_CityCouncilDistrict2_tab1,Carol Romero-Wirth,3,1,3310.0,52.909207161125316,6256.0,3310.0,52.909207161125316,6256.0,1,52.909207161125316,90.31329923273658,yes,no,0: 177; 1: 1117; 2: 859; 3: 4280,4.0,1117.0,5141.0,4280.0,4280.0,5650,84.0,27.0,118.0,6433.0,18.0,173.0,4.0,0.0,0.0,0.0,0.0,0.0
Santa Fe Councilor District 4 2018,Santa Fe,NM,2018,3/6/2018,City Council District 4,rcv_single_winner,True,False,3,1,1,SantaFe_03062018_CityCouncilDistrict4_tab1,Joanne Vigil Coppler,3,2,2565.0,56.46048866387849,4543.0,2121.0,43.29454990814451,4899.0,1,52.35762400489896,85.56848336395183,yes,no,0: 181; 1: 1090; 2: 362; 3: 3447,8.0,1091.0,3812.0,3447.0,3447.0,4192,99.0,25.0,143.0,5080.0,28.0,173.0,8.0,356.0,4.0,0.0,352.0,0.0
Santa Fe Mayor 2018,Santa Fe,NM,2018,3/6/2018,Mayor,rcv_single_winner,True,False,5,1,1,SantaFe_03062018_Mayor_tab1,Alan Webber,5,4,13088.0,66.1879235359563,19774.0,8080.0,39.21568627450981,20604.0,1,63.52164628227529,69.63211026985051,yes,no,0: 66; 1: 2750; 2: 1945; 3: 1907; 4: 1126; 5: 12876,26.0,2723.0,17892.0,15965.0,12876.0,17614,570.0,191.0,861.0,20670.0,208.0,40.0,26.0,830.0,26.0,0.0,804.0,0.0
